datetime,open,high,low,close,volume,open_interest
2024-01-01 05:10:00,17988.949550827256,17994.486106771958,17978.2702013763,18002.594986406733,270939,75596
2024-01-01 05:15:00,17987.753344203174,17999.600350775043,17984.910601727304,17997.05586918297,231965,125791
2024-01-01 05:20:00,17988.56587002557,18006.813136937904,17988.331737810953,17989.441988186758,199694,92406
2024-01-01 05:25:00,17989.92211005414,17994.135353834252,17981.481424851587,17984.120329400168,119773,90524
2024-01-01 05:30:00,17989.85009993256,18002.30943160383,17983.949285779476,17974.791109230955,104239,73332
2024-01-01 05:35:00,17990.85363283045,18003.4848372323,17981.133622954498,17982.417575914726,120863,65764
2024-01-01 05:40:00,17991.2152688555,18005.877529303805,17979.67127112081,17983.83852344267,151415,77563
2024-01-01 05:45:00,17990.570149100895,17993.20150280344,17989.695367654716,17985.281427562048,168968,137675
2024-01-01 05:50:00,17990.931544706404,18005.248044000047,17988.471478803927,18007.50456280912,160430,86370
2024-01-01 05:55:00,17992.469581272868,18010.65023168618,17981.29673334386,18006.04106060151,101515,55062
2024-01-01 06:00:00,17992.43375523376,17996.027417411166,17985.570408170308,17995.841465233963,197206,94645
2024-01-01 06:05:00,17993.998398889573,17998.74926538805,17979.414929138584,17980.45499018603,245677,57244
2024-01-01 06:10:00,17991.378653785483,18010.806555666317,17978.332820813645,17988.521555194955,156240,56372
2024-01-01 06:15:00,17992.20055628986,17995.82009534405,17975.28846903006,17996.009250754414,105586,135501
2024-01-01 06:20:00,17992.287603358098,18009.37530522549,17978.437746824715,18000.378253380026,220419,114471
2024-01-01 06:25:00,17991.98859600763,18001.83415313659,17983.389974459827,17989.102431222662,222374,66956
2024-01-01 06:30:00,17992.080356784165,17997.024978272228,17978.621024336277,17987.70276610339,131186,90473
2024-01-01 06:35:00,17990.092787869566,18007.507785895017,17984.585164384458,17973.959051832335,126928,63894
2024-01-01 06:40:00,17989.87311598173,17998.779221081782,17983.746846006165,17988.502346387137,222990,148918
2024-01-01 06:45:00,17990.23022855324,18000.526575631833,17974.450525354823,17987.538538964578,187029,119586
2024-01-01 06:50:00,17991.708122597982,17998.892789985977,17982.77973226995,17972.100006433753,120711,66709
2024-01-01 06:55:00,17991.189852379706,18003.048869408405,17975.22224556934,17986.69972564266,154962,131258
2024-01-01 07:00:00,17990.381358776813,17993.651836228513,17973.932911303447,18000.656072333964,120039,65210
2024-01-01 07:05:00,17989.879601733228,17997.701232466265,17972.72835498,18004.776663645833,136561,99510
2024-01-01 07:10:00,17990.79500385093,18010.183250297636,17972.462299134106,17985.164400477894,101577,88674
2024-01-01 07:15:00,17991.12375496059,17996.286423614612,17982.504050550324,18006.63680629027,207792,67733
2024-01-01 07:20:00,17990.593994756822,18003.72872804765,17984.2166583904,18009.16952335642,259422,70080
2024-01-01 07:25:00,17991.107262189937,17997.61106347443,17979.463287258055,17988.83421796522,264870,103412
2024-01-01 07:30:00,17991.204339739284,18006.673802253015,17983.780891270533,17987.96859236001,110785,108971
2024-01-01 07:35:00,17992.17298472982,17994.790457944186,17980.151501393815,17982.674379412863,172227,89709
2024-01-01 07:40:00,17991.47093163594,18010.867352537512,17977.359214383065,17994.435357185244,218680,109846
2024-01-01 07:45:00,17991.143269489345,18000.219060317017,17977.375169119503,18005.11384013797,161957,115480
2024-01-01 07:50:00,17990.75116133621,17995.47217060314,17983.26010359581,17977.93049389823,165431,102960
2024-01-01 07:55:00,17989.28764638808,17990.757581334678,17985.950442354104,18003.447898380764,248369,91152
2024-01-01 08:00:00,17989.583766665142,17992.978924766892,17980.973179895896,17981.37965469974,171894,77250
2024-01-01 08:05:00,17989.844821937324,18000.240300908445,17986.992939055686,17976.52808881914,294844,135765
2024-01-01 08:10:00,17989.849935393966,17996.58999892259,17972.04799469029,17996.757007342396,250653,98137
2024-01-01 08:15:00,17989.61534826059,18006.193015578243,17982.697799045833,18009.07778645844,155192,132011
2024-01-01 08:20:00,17988.19997751854,17996.817727991776,17985.110782574073,17995.395365967033,101462,96412
2024-01-01 08:25:00,17987.779332195776,17992.75361764753,17987.27037699766,17985.569080208283,228848,93876
2024-01-01 08:30:00,17987.436617679246,17999.779517411327,17974.520169953517,18010.08994001103,295245,144547
2024-01-01 08:35:00,17986.634340410026,18000.769884747737,17973.89629406093,18005.725534823057,246583,123664
2024-01-01 08:40:00,17986.47305469836,17989.81389285638,17979.660971366735,17988.71635147963,176106,100227
2024-01-01 08:45:00,17986.877105555173,17990.22948988094,17985.44286777822,17988.020538849283,148665,82450
2024-01-01 08:50:00,17988.763291456384,17989.496719995055,17980.570713558478,18009.7752323497,275486,134433
2024-01-01 08:55:00,17988.93786926922,18003.665909570533,17982.71351936795,18002.34925613401,181010,123704
2024-01-01 09:00:00,17989.19541965994,18002.471510212377,17975.65300686524,17994.62772946475,172573,56861
2024-01-01 09:05:00,17989.120973744175,17998.61359125917,17977.005388755122,17991.076279254667,207803,111914
2024-01-01 09:10:00,17987.202202528875,18004.08561150826,17979.910327964924,17987.162745331694,219682,113888
2024-01-01 09:15:00,17987.175688653424,18003.289091712424,17982.817837568324,17985.82000822367,113386,129286
2024-01-01 09:20:00,17987.235918863367,17998.9430061513,17967.475199540255,17982.375159848983,224069,111293
2024-01-01 09:25:00,17989.69916097585,18007.064586586115,17980.61912855193,17991.50474640405,154460,132524
2024-01-01 09:30:00,17989.50680001107,17993.623624211807,17975.741315295465,17988.066643040842,237293,118515
2024-01-01 09:35:00,17989.808347353406,17992.04673974136,17986.99728800184,17991.0070330191,254546,73524
2024-01-01 09:40:00,17989.7736355837,17995.16862781404,17980.061841590512,17994.046747911547,215375,57065
2024-01-01 09:45:00,17988.60495754608,17989.746694667865,17988.05422314869,17960.609694349878,212660,87684
2024-01-01 09:50:00,17989.747780360594,18000.371170920615,17979.638678002386,17985.587285139543,252117,138720
2024-01-01 09:55:00,17990.49971339328,18009.231827239182,17971.219365250927,17990.982872861965,191319,83365
2024-01-01 10:00:00,17991.290745340324,17992.077616153696,17983.60661108061,17985.413993169834,216582,108876
2024-01-01 10:05:00,17990.38135788553,17992.82355616573,17989.60143763403,18000.728534910908,235994,73704
2024-01-01 10:10:00,17991.784152196466,18000.828132762133,17991.16503637808,17980.649534917877,253778,107857
2024-01-01 10:15:00,17990.382301133675,18009.059801484233,17982.622565934736,17998.757896181385,142771,55622
2024-01-01 10:20:00,17990.969158227475,17997.292280327012,17987.76865949821,17997.76885592424,152335,133797
2024-01-01 10:25:00,17993.159613853284,18003.30431002705,17992.69257192672,17987.264414288322,152949,143955
2024-01-01 10:30:00,17992.169077528153,17993.00053470916,17977.04480524915,17987.41805437834,195558,141141
2024-01-01 10:35:00,17991.60277979855,17994.569643817795,17982.432319620915,17985.57682713965,246312,144707
2024-01-01 10:40:00,17991.702431163638,18011.435033622816,17985.917535724184,18011.236275303858,202272,137700
2024-01-01 10:45:00,17991.19895550952,18010.50132943824,17973.197291849192,18004.251768283917,102716,129332
2024-01-01 10:50:00,17989.648292078455,17989.747091697143,17987.325512874446,17991.105292285545,247646,146856
2024-01-01 10:55:00,17989.716855053262,18008.753090761726,17970.598478474156,18001.666276339933,275138,116201
2024-01-01 11:00:00,17988.654551339536,18001.436950095846,17982.37521699199,17992.731236978965,292898,82694
2024-01-01 11:05:00,17989.12814377017,18006.486509660568,17971.360070323997,17985.789039070012,251285,139766
2024-01-01 11:10:00,17988.208719535938,17997.303516648615,17976.14986200635,17983.280620574533,171916,72995
2024-01-01 11:15:00,17989.758653940953,18000.070574512538,17973.224506746123,18014.124546654017,297223,142320
2024-01-01 11:20:00,17988.97540064862,17998.752332253756,17969.295137384408,17987.864587900203,150906,130141
2024-01-01 11:25:00,17988.653339132412,18001.990624283335,17982.885230376036,17978.162919672763,100463,132999
2024-01-01 11:30:00,17989.466856349783,17992.25988144491,17970.24414664163,18015.79008122162,263045,58419
2024-01-01 11:35:00,17988.235992033347,17988.8354638308,17980.4463541353,17991.68172521985,174694,97952
2024-01-01 11:40:00,17988.463451967953,17994.622050799775,17980.753213873213,17989.36206382268,251723,83837
2024-01-01 11:45:00,17989.770594722235,18003.864209976968,17982.962852637145,17981.774677260655,168694,120799
2024-01-01 11:50:00,17988.163111487673,17992.200180530133,17977.334959340722,18003.961954173377,120008,98877
2024-01-01 11:55:00,17988.347745346207,18001.816394012705,17985.264844482637,18021.582811284166,170474,95687
2024-01-01 12:00:00,17988.607628140453,18008.0058690626,17977.533398433294,17999.48703228105,138185,149667
2024-01-01 12:05:00,17989.38945101223,17991.26746532802,17978.55535476403,17996.666778625746,187924,87276
2024-01-01 12:10:00,17988.152500301352,18001.604542665853,17972.914464049256,17995.58100160943,134980,84523
2024-01-01 12:15:00,17986.832043688268,17995.70704807436,17970.159044449516,17986.341587929175,122504,116055
2024-01-01 12:20:00,17987.353985253885,18004.716830341436,17978.545158247638,17971.32967756948,154970,104615
2024-01-01 12:25:00,17987.65096992712,17991.193965716066,17981.60430494009,17982.66347778941,116766,146642
2024-01-01 12:30:00,17987.901462777467,18001.75398182199,17982.714764831126,17983.35857289818,216944,60514
2024-01-01 12:35:00,17988.247910986964,18005.010216779927,17984.355434252866,17978.968391911105,193922,97456
2024-01-01 12:40:00,17987.567886265384,18006.460170654864,17986.414934621404,17985.928430931956,242767,57233
2024-01-01 12:45:00,17987.800139962546,18001.465100528338,17980.95118038585,17984.330938769275,248868,51102
2024-01-01 12:50:00,17988.093212435844,17998.03670771601,17982.68825859323,17994.143810611622,273615,116133
2024-01-01 12:55:00,17987.378861017816,17999.73580582184,17968.050513300488,17997.674078213986,245631,96715
2024-01-01 13:00:00,17989.24463552896,18006.622735218534,17978.09045900396,17987.70353786545,264211,135193
2024-01-01 13:05:00,17989.718468449875,18001.130663382653,17982.772927669266,17990.63790442716,220494,56256
2024-01-01 13:10:00,17988.52716495267,17989.134906146606,17976.917812932796,18003.380402758074,108802,114800
2024-01-01 13:15:00,17989.183718561304,18007.802692471443,17986.39978453439,17987.69276356767,271277,144937
2024-01-01 13:20:00,17988.209036891076,18001.999571911707,17979.328161907033,18011.293071739223,134159,91548
2024-01-01 13:25:00,17988.99612149482,18002.526389210365,17976.4714350664,17988.73160654861,111516,122090
2024-01-01 13:30:00,17990.154717073827,17994.46822012178,17980.37676043798,17980.02904449031,150492,128200
2024-01-01 13:35:00,17989.334034755477,18002.51174416013,17981.29845874239,18005.943423265446,129086,92367
2024-01-01 13:40:00,17990.29741088472,17998.174698997802,17970.420443106726,17992.649786128746,213758,139922
2024-01-01 13:45:00,17990.710191811657,18003.73485135249,17973.10389656868,17962.751771496016,130480,120382
2024-01-01 13:50:00,17991.53225197165,17993.66411257781,17979.06413280846,17995.96899770711,283163,76205
2024-01-01 13:55:00,17993.429044954304,18006.585951046363,17982.041497730657,17987.779397929036,228023,75570
2024-01-01 14:00:00,17993.1836568383,18013.171931353714,17980.770447241808,18010.514956891373,210195,80255
2024-01-01 14:05:00,17992.429920673945,17993.394161451157,17988.403678517498,17987.555973887003,278838,71182
2024-01-01 14:10:00,17991.54040624432,18011.083889928745,17983.637651379035,17988.045795240017,138737,89373
2024-01-01 14:15:00,17990.724595959353,17998.86275517381,17989.935405301534,18005.674694280664,109265,93019
2024-01-01 14:20:00,17990.64749424994,18008.062563256684,17981.136573500204,17992.009431357747,214165,112619
2024-01-01 14:25:00,17990.988646224756,18006.63635590592,17980.128154545604,17988.291745057883,219501,66043
2024-01-01 14:30:00,17991.265337024088,18002.605662243823,17986.710342302023,17982.67118320496,170990,95532
2024-01-01 14:35:00,17992.092520273123,18006.86150445815,17972.811943329812,17991.877085809174,115386,115936
2024-01-01 14:40:00,17992.105522165,18009.675833391026,17973.916429946254,17990.928639917238,204718,69239
2024-01-01 14:45:00,17993.559056242157,18001.641862675177,17979.116191533038,17978.137672095767,137425,60416
2024-01-01 14:50:00,17993.29439940892,17999.835062640184,17982.62666683361,17983.680165259928,221635,53412
2024-01-01 14:55:00,17996.01456857551,18009.366436286782,17978.615185382554,17986.445469964212,274326,131976
2024-01-01 15:00:00,17996.640235923274,18012.7971547621,17994.027189046807,17985.43378102316,153634,74406
2024-01-01 15:05:00,17995.783078366858,18011.02878106239,17979.97288248136,18003.915928737228,278734,51875
2024-01-01 15:10:00,17994.712185868797,18010.66845884597,17992.21576958946,18002.3972984557,186988,87066
2024-01-01 15:15:00,17995.19465828404,18003.906324580297,17979.31044503305,18006.94861043833,206337,55752
2024-01-01 15:20:00,17994.971195498714,18011.327879822216,17989.45584413369,17999.388776357064,241215,136753
2024-01-01 15:25:00,17995.685195992806,17998.08937710022,17978.14338437244,17990.010081980563,246653,128025
2024-01-01 15:30:00,17996.15843361738,18007.048215576597,17977.277591740873,17987.89860824152,167443,51353
2024-01-01 15:35:00,17996.085604704724,17996.200777914684,17993.10968531662,18001.086398372572,129424,76986
2024-01-01 15:40:00,17995.238810986655,18001.73052758466,17985.98529888535,17974.601318160723,188844,136907
2024-01-01 15:45:00,17993.723963761968,18001.053194459397,17974.104216198713,17986.81949613931,141984,64691
2024-01-01 15:50:00,17993.277448809902,18001.200902642086,17983.60930009044,17980.554012203873,141505,119847
2024-01-01 15:55:00,17994.133847604226,18008.043191738023,17976.862897153937,18001.25213974886,202478,98075
2024-01-01 16:00:00,17994.347941348355,18002.119103373763,17982.57331090573,17987.292761976514,162699,60794
2024-01-01 16:05:00,17993.102202569644,18002.076075022094,17985.595604411254,17977.649447315816,258029,118470
2024-01-01 16:10:00,17993.275383495493,17998.02626611298,17987.559712384977,17998.484767247137,256536,66406
2024-01-01 16:15:00,17993.66070087522,18001.125736707807,17989.5962390535,17987.17244366074,214012,125930
2024-01-01 16:20:00,17992.776843439024,17997.322235984288,17977.540879611468,17985.142566251456,254721,76872
2024-01-01 16:25:00,17992.93056854497,17994.394487020338,17985.199758408507,17981.696757433478,273137,91708
2024-01-01 16:30:00,17992.988777263414,18005.05774913104,17982.7632680194,17985.836733619934,134758,70800
2024-01-01 16:35:00,17991.845806965583,18005.210062936683,17981.999297365557,17994.689266943195,236668,93397
2024-01-01 16:40:00,17992.203594325932,18004.593401246126,17980.65801374127,17997.307107057717,116374,87909
2024-01-01 16:45:00,17992.7643788523,18002.03425972831,17975.452835939806,17981.855388836324,218686,71352
2024-01-01 16:50:00,17993.847430095473,18001.443145699057,17974.232643223804,17981.066892964747,103775,143848
2024-01-01 16:55:00,17994.90123214751,18012.167905138947,17986.749547976033,17994.71783560959,127388,65438
2024-01-01 17:00:00,17993.523562779552,18003.905198482276,17976.973184337425,17997.049013937165,223800,138921
2024-01-01 17:05:00,17992.58573773964,18002.169375292233,17977.295181846544,18009.037450542135,121029,94999
2024-01-01 17:10:00,17993.100773006845,17993.613614322974,17981.630193977733,17996.458616959604,183981,68482
2024-01-01 17:15:00,17993.614558957757,18000.43951551028,17974.493616085518,17979.368359305274,153639,82471
2024-01-01 17:20:00,17994.129606644063,18001.73351901978,17990.120116333495,17969.620519482698,214010,97279
2024-01-01 17:25:00,17997.98233813472,18005.95879375266,17995.797053928527,18007.097294067906,245717,104213
2024-01-01 17:30:00,17998.55322864541,18010.156676029957,17981.4739893063,17985.05386115784,131105,63026
2024-01-01 17:35:00,17999.688794285594,18010.36084522013,17990.905797952917,17975.87393441392,244740,135184
2024-01-01 17:40:00,18000.642796049087,18012.800897904955,17983.703418964946,18006.52490355693,247032,55435
2024-01-01 17:45:00,18001.29418730039,18016.591852531234,17983.432383196483,17981.461300895106,226519,58493
2024-01-01 17:50:00,18000.978918055753,18017.238632830074,17999.729766183373,17992.347100991028,242429,122227
2024-01-01 17:55:00,18001.737887276246,18016.100348800777,17984.068592016523,18004.048602327315,295676,109321
2024-01-01 18:00:00,18000.965062061707,18020.075535980806,17991.99868095432,18027.386191505713,202739,52763
2024-01-01 18:05:00,18000.728243454967,18001.092895108493,17990.519593674882,18002.9971477071,151796,70389
2024-01-01 18:10:00,18000.24287990714,18004.15843962081,17987.711029685273,18005.014072415765,115804,81498
2024-01-01 18:15:00,18000.324754046524,18000.476011546085,17981.79710191192,18003.881317313047,227732,113755
2024-01-01 18:20:00,18002.639412613196,18015.58890689629,18002.2570907246,17986.963886678124,245698,85825
2024-01-01 18:25:00,18000.772147420605,18018.732758399605,17991.23527805425,17998.108292065543,259204,66934
2024-01-01 18:30:00,18001.458407610982,18006.328053542507,17987.703966762372,17998.92957806279,107951,55574
2024-01-01 18:35:00,17999.845691739793,18018.38638263572,17985.39155258583,17991.740615464438,237521,88179
2024-01-01 18:40:00,17999.373759874,18000.57910767979,17985.52311124326,18017.401239030183,119065,51587
2024-01-01 18:45:00,18000.46271047097,18019.151431007078,17997.774007882806,17985.32054743957,201503,92782
2024-01-01 18:50:00,18000.526990490063,18007.559444234856,17994.539078722628,17996.20572845695,205072,104412
2024-01-01 18:55:00,17999.449245712134,18001.47766228112,17992.274935203794,17974.088201038197,240202,110561
2024-01-01 19:00:00,17998.733942002877,18008.451377186604,17982.645197849288,17993.438278817484,189360,127224
2024-01-01 19:05:00,17999.41353975181,18004.549071106223,17993.83834230352,17999.28804592191,162287,54409
2024-01-01 19:10:00,17998.68317312009,18004.38063115933,17994.469073842745,17989.97416862275,282774,121319
2024-01-01 19:15:00,17998.899631709675,18005.045431008202,17979.750671328915,18007.720531968145,268065,149016
2024-01-01 19:20:00,17998.945203549578,18015.00572150623,17998.767937847308,18006.258926973373,262947,76751
2024-01-01 19:25:00,17998.29360320197,18009.076828735477,17978.33718608833,18004.419624396673,237126,88174
2024-01-01 19:30:00,18000.437547291298,18006.663701274418,17986.90112131415,17986.60165111049,207357,106572
2024-01-01 19:35:00,18001.071466313617,18013.278141979834,17984.502080324633,17995.741971615167,279589,111416
2024-01-01 19:40:00,17999.046323726958,18013.36933721142,17993.153935800034,18022.807173981662,129670,62041
2024-01-01 19:45:00,17999.23277804173,18004.6852580564,17998.946472488387,17997.83561068149,149112,73227
2024-01-01 19:50:00,17998.57099157696,18006.841973607465,17983.81360120573,18005.433637171674,188388,85201
2024-01-01 19:55:00,17999.423424911754,18001.861146778494,17982.74053297174,17991.74967090321,189156,86069
2024-01-01 20:00:00,17998.630904173322,18002.253891164015,17983.821381534253,18015.311760554832,259379,132190
2024-01-01 20:05:00,17998.516167731857,18012.13852481116,17995.65916198584,18001.156768710614,298159,76370
2024-01-01 20:10:00,17999.021155010836,18002.64992196475,17983.952596565698,17991.15083241748,147922,145018
2024-01-01 20:15:00,17999.88691020501,18010.39017787835,17984.508454562856,17999.0158552738,294152,61586
2024-01-01 20:20:00,17998.686613797952,18012.867539032402,17985.51580348455,17995.461704815647,193348,100231
2024-01-01 20:25:00,17998.35211256211,18000.489651024003,17983.029793906197,17974.521086221033,179335,55322
2024-01-01 20:30:00,17997.87716725095,18009.22341164353,17980.958738457397,18007.176767898276,126312,115294
2024-01-01 20:35:00,17997.223838018373,18002.3550936924,17984.951755733626,17982.4496754125,166985,129468
2024-01-01 20:40:00,17998.989292258655,18018.247829763408,17997.217197979262,18030.999582862092,230744,79299
2024-01-01 20:45:00,17999.394273969618,18009.065186904016,17989.641717776274,17979.26333899732,288680,140715
2024-01-01 20:50:00,17998.133390015282,18014.253241010785,17996.580403321852,17983.059806457088,200963,120793
2024-01-01 20:55:00,17999.051251962337,18010.055782805463,17990.90039134169,18003.560450873567,271349,96501
2024-01-01 21:00:00,18001.17340815935,18002.041658816444,17993.03127837684,17996.80381304957,131551,107134
2024-01-01 21:05:00,18002.2058734199,18014.868900931782,18000.8856765371,18008.00228299678,189813,59777
2024-01-01 21:10:00,18000.686503453948,18019.71457029808,17993.71009277456,18001.7490700183,287669,61249
2024-01-01 21:15:00,18000.20226938108,18012.234505784007,17997.982307405255,17998.54586766067,201025,71390
2024-01-01 21:20:00,18001.46918053027,18017.852957718806,17985.304476330082,17982.15394263416,224342,70369
2024-01-01 21:25:00,18000.761511064647,18018.445640331614,17981.80775054536,18012.575049007,276284,62881
2024-01-01 21:30:00,18001.205330492794,18005.766925931774,17999.759000987637,17994.410624398428,109637,59587
2024-01-01 21:35:00,18001.979964546223,18006.220861344387,17982.877660400387,18005.003042335295,143258,143800
2024-01-01 21:40:00,18001.053034074645,18013.272653851665,17990.60150208791,18006.653427193476,266765,124327
2024-01-01 21:45:00,18000.993508718584,18009.214078114717,17995.002195159508,17998.571707552383,240896,137911
2024-01-01 21:50:00,17997.752241378515,18014.54946743585,17996.21499987299,18000.60939206344,229553,138147
2024-01-01 21:55:00,17996.727853737182,18014.728316205143,17986.715368375775,17987.86113084534,126950,57833
2024-01-01 22:00:00,17996.475285585788,18003.543713171843,17980.584974695972,17998.446641279796,254560,97013
2024-01-01 22:05:00,17995.227502403824,17999.964913583313,17981.08577285849,17967.187597348948,227870,113620
2024-01-01 22:10:00,17996.859913707754,18012.47042401263,17995.855393478476,17998.50571634914,100215,65754
2024-01-01 22:15:00,17995.429772329793,18000.925893040756,17993.971735622436,18000.031333291765,205603,128113
2024-01-01 22:20:00,17994.989727843098,18011.44201421337,17986.932262190447,17994.80460738441,111523,146631
2024-01-01 22:25:00,17995.120468420384,18003.59523349336,17989.214658539426,17996.00444881133,168689,136784
2024-01-01 22:30:00,17996.561741709447,18009.912739695275,17991.914055248326,17978.633248797887,123834,85282
2024-01-01 22:35:00,17995.12587955827,17997.03658583496,17989.505789580096,17966.562548066093,134474,86737
2024-01-01 22:40:00,17996.289043310426,18008.766229803958,17980.21938844449,18003.648880691697,143066,147427
