datetime,open_spot,high_spot,low_spot,close_spot,volume_spot,open_fut,high_fut,low_fut,close_fut,volume_fut,open_interest,call_oi,put_oi,call_volume,put_volume,call_iv,put_iv,ema_5,ema_15,spot_return,futures_return,futures_basis,pcr_oi,pcr_volume,avg_iv,regime
2024-01-01 00:55:00,18003.551463670607,18019.586025332,17991.21013334825,17992.52363338511,159658,18003.551463670607,18019.586025332,17991.21013334825,17982.54408051488,159658,145046,47213,53868,8483,15155,0.2224554621928784,0.1294053062866731,17998.308483079956,17999.170206872564,-0.000470520514906,-0.0005766139061855,-0.0005546499798234,1.1409569398258954,1.7865142048803488,0.1759303842397757,-1
2024-01-01 01:00:00,18003.79342594217,18010.582429793027,18001.51665807264,18008.278756926607,138498,18003.79342594217,18010.582429793027,18001.51665807264,17999.454166444284,138498,132797,75954,61632,12675,12399,0.2286132002336285,0.2222037469957677,18001.631907695508,18000.308775629317,0.0008756483449749,0.0009403611554457,-0.0004900296469993,0.8114385022513627,0.978224852071006,0.2254084736146981,1
2024-01-01 01:05:00,18001.880145697512,18018.176647972443,17994.97568284148,18008.254520903905,209028,18001.880145697512,18018.176647972443,17994.97568284148,17994.018814482093,209028,134790,77450,61476,6757,8845,0.141144788364687,0.1690034963192153,18003.839445431644,18001.30199378864,-1.3458267182908656e-06,-0.0003019731549595,-0.0007905100633316,0.7937508069722402,1.3090128755364807,0.1550741423419511,0
2024-01-01 01:10:00,18000.155227865,18001.757524792694,17990.006989090645,18003.4128378217,111772,18000.155227865,18001.757524792694,17990.006989090645,17995.49899296088,111772,126928,24477,71684,6809,8435,0.231064977761753,0.133047774362357,18003.697242894996,18001.56584929277,-0.0002688590988418,8.225947155260371e-05,-0.0004395747035359,2.9286268742084407,1.2388015861359964,0.182056376062055,0
2024-01-01 01:15:00,17999.59294033576,18017.48927345697,17982.108489842056,17993.904511983634,189385,17999.59294033576,18017.48927345697,17982.108489842056,17997.298867531743,189385,62336,26533,50285,19579,9710,0.209279813427632,0.2023912751406225,18000.432999257875,18000.608182129126,-0.0005281401878476,0.0001000180418209,0.0001886391886679,1.8951871254664003,0.4959395270442821,0.2058355442841272,-1
2024-01-01 01:20:00,17998.580109215425,18009.5319567385,17988.709177608624,17997.572651545688,280108,17998.580109215425,18009.5319567385,17988.709177608624,18015.535890810534,280108,127475,69395,44154,10539,5561,0.1876107488181559,0.2344170759463734,17999.479550020482,18000.228740806197,0.0002038545641727,0.001013320021689,0.0009980923323736,0.6362706246847756,0.5276591706993073,0.2110139123822646,0
2024-01-01 01:25:00,17998.89435654802,18015.24031194727,17984.849181227386,17998.86174997187,289603,17998.89435654802,18015.24031194727,17984.849181227386,18006.831571799008,289603,77412,79976,40054,11048,15613,0.22793252506158,0.2354079562238182,17999.273616670944,18000.057866951905,7.162623822343228e-05,-0.0004831562638092,0.0004427958799755,0.5008252475742723,1.4131969587255613,0.2316702406426991,0
2024-01-01 01:30:00,17997.986332472497,18007.032698162864,17978.129995692518,18000.980304420307,112940,17997.986332472497,18007.032698162864,17978.129995692518,18007.341859270702,112940,132212,43396,37165,16199,9717,0.1745024024114655,0.2444962517251665,17999.8425125874,18000.173171635455,0.0001177049125586,2.8338548603512592e-05,0.0003534004672419,0.8564153378191538,0.5998518427063398,0.209499327068316,0
2024-01-01 01:35:00,17996.574028771163,18009.445582675093,17993.944246373205,17999.915731214754,218027,17996.574028771163,18009.445582675093,17993.944246373205,17983.680397370772,218027,125379,32755,34439,16417,12623,0.1452192143090416,0.2328017097696694,17999.86691879652,18000.140991582866,-5.913973503379744e-05,-0.0013139897095777,-0.0009019672139813,1.0514119981682186,0.7688980934397271,0.1890104620393555,-1
2024-01-01 01:40:00,17998.039677540084,18008.567730758805,17992.545047029693,17994.36880854619,116932,17998.039677540084,18008.567730758805,17992.545047029693,17995.561775596412,116932,95591,20865,72675,16687,15327,0.1570308479593797,0.1202783195149117,17998.034215379746,17999.41946870328,-0.0003081638131752,0.0006606755660192,6.629668775349081e-05,3.4831056793673616,0.9184994306945526,0.1386545837371457,-1
2024-01-01 01:45:00,17997.8139012396,18012.445691674704,17989.922379727646,17998.223879021665,287899,17997.8139012396,18012.445691674704,17989.922379727646,17997.554279988693,287899,111750,31173,64518,15512,12187,0.1856713223781309,0.1694313516337407,17998.09743659372,17999.270019993077,0.0002142376049134,0.000110721988962,-3.720361728315959e-05,2.0696756808776824,0.7856498194945848,0.1775513370059357,0
2024-01-01 01:50:00,17997.881429444285,17999.514029084898,17989.44486587351,18000.167831467363,292503,17997.881429444285,17999.514029084898,17989.44486587351,18003.075242436873,292503,140648,78905,42515,14862,18301,0.1890730030475128,0.2264105353877153,17998.78756821827,17999.38224642736,0.000108008015611,0.0003067618167607,0.0001615213256193,0.5388124960395412,1.2313955053155698,0.207741769217614,0
2024-01-01 01:55:00,17996.456681258074,17997.663722937887,17988.236259752764,18003.735792868807,124648,17996.456681258074,17997.663722937887,17988.236259752764,18000.128918174032,124648,146134,58097,46962,19136,15253,0.2247255074373603,0.1676128907798016,18000.436976435118,17999.926439732542,0.0001982182296771,-0.0001636567210414,-0.0002003403480406,0.8083377799197893,0.7970840301003345,0.1961691991085809,1
2024-01-01 02:00:00,17995.91229853355,18000.85436321375,17977.760078482417,17999.434831232673,132966,17995.91229853355,18000.85436321375,17977.760078482417,18016.05559864282,132966,85454,53371,73934,17807,7180,0.2228758540748034,0.1982013058293618,18000.102928034303,17999.86498867006,-0.0002388927323537,0.0008848092444886,0.0009234049605438,1.385284143073954,0.4032122199135171,0.2105385799520825,0
2024-01-01 02:05:00,17996.023221123258,17999.21411472552,17981.74256823392,17999.968504560136,258849,17996.023221123258,17999.21411472552,17981.74256823392,18000.496259723113,258849,148537,58524,62549,6151,6960,0.1955776524365947,0.1988212031586891,18000.058120209582,17999.87792815632,2.964944913363965e-05,-0.0008636373724821,2.9319782578690125e-05,1.0687752033353837,1.1315233295399123,0.1971994277976418,1
2024-01-01 02:10:00,17994.872227545835,18012.30789887768,17982.71412326402,17995.29136068548,263639,17994.872227545835,18012.30789887768,17982.71412326402,17996.793594234852,263639,112672,31254,57763,10492,8879,0.2215021128375119,0.167453289525047,17998.469200368214,17999.304607222464,-0.000259841781027,-0.0002056979671469,8.347925683784021e-05,1.848179433032572,0.846263820053374,0.1944777011812794,-1
2024-01-01 02:15:00,17995.24792556418,17999.632205311344,17989.060471206925,18002.3002212902,248246,17995.24792556418,17999.632205311344,17989.060471206925,17982.67581904173,248246,77228,24018,70653,11711,10153,0.1449305495781772,0.2375816105465674,17999.74620734221,17999.67905898093,0.0003894830299902,-0.000784460582892,-0.0010901052647294,2.941668748438671,0.8669626846554521,0.1912560800623723,1
2024-01-01 02:20:00,17994.647286874264,18014.164591990648,17978.171479189838,17996.69610085406,142598,17994.647286874264,18014.164591990648,17978.171479189838,17995.629344034616,142598,64429,25192,64754,19973,12035,0.1265083885221282,0.1854196849001952,17998.729505179494,17999.306189215073,-0.0003113002431495,0.0007203335656627,-5.927514769743522e-05,2.570419180692283,0.602563460671907,0.1559640367111617,-1
2024-01-01 02:25:00,17994.35559312447,18001.093508959893,17975.25438289477,17990.050153573604,290271,17994.35559312447,18001.093508959893,17975.25438289477,18001.54274707391,290271,134294,22015,65278,11302,16471,0.233572396942511,0.1804219467718751,17995.83638797753,17998.149184759888,-0.0003692870759839,0.0003286021803539,0.0006388305425608,2.9651601181012945,1.4573526809414263,0.206997171857193,-1
2024-01-01 02:30:00,17993.75388651224,17997.396244826014,17977.329920861237,18000.770736362865,244870,17993.75388651224,17997.396244826014,17977.329920861237,18006.326492444274,244870,117808,62618,39464,9747,17076,0.12982208418916,0.2496767869360464,17997.481170772644,17998.476878710262,0.000595917337514,0.0002657408555242,0.0003086399000785,0.6302341179852439,1.7519236688211757,0.1897494355626032,0
2024-01-01 02:35:00,17995.60616469675,18011.4001348396,17995.57486259292,17999.095681059443,296436,17995.60616469675,18011.4001348396,17995.57486259292,17977.539771662014,296436,132886,23380,62036,15415,8270,0.1520694958667196,0.1841550473294401,17998.019340868246,17998.55422900391,-9.305464349018688e-05,-0.0015987003675813,-0.00119761068997,2.6533789563729684,0.536490431397989,0.1681122715980798,-1
2024-01-01 02:40:00,17995.59266747201,18008.766822982026,17982.864640068343,17993.37744736637,248630,17995.59266747201,18008.766822982026,17982.864640068343,17988.880696634908,248630,103015,48343,78444,19238,9687,0.21039146345117,0.1431917727507155,17996.472043034286,17997.907131299216,-0.000317695610624,0.000630838541699,-0.0002499114323931,1.62265477938895,0.5035346709637176,0.1767916181009427,-1
2024-01-01 02:45:00,17994.534956543055,18004.498870872118,17993.512248914212,17992.13749170606,161084,17994.534956543055,18004.498870872118,17993.512248914212,18009.45648637969,161084,138074,23770,50413,15859,5582,0.1732282318915501,0.1866990249722469,17995.027192591544,17997.185926350074,-6.891177956647176e-05,0.0011438060039294,0.0009625868344778,2.1208666386201096,0.3519767955104357,0.1799636284318985,-1
2024-01-01 02:50:00,17995.357501455157,18006.464772473908,17990.205357048482,17996.84037918086,275309,17995.357501455157,18006.464772473908,17990.205357048482,17995.333971978045,275309,118936,25829,53270,13402,14805,0.2339208160890161,0.2258221756175909,17995.631588121316,17997.142732953922,0.0002613857012245,-0.0007841721604606,-8.370398198103088e-05,2.06241046885284,1.104685867780928,0.2298714958533035,0
2024-01-01 02:55:00,17994.136657805186,18008.520693370632,17992.94616379823,17996.452581781523,296569,17994.136657805186,18008.520693370632,17992.94616379823,17999.676741608633,296569,130907,54381,62299,15686,14293,0.158737373306095,0.2209918424967765,17995.90525267472,17997.056464057372,-2.1548082394851065e-05,0.0002413275373132,0.0001791552981043,1.145602324341222,0.9111946959071784,0.1898646079014357,-1
2024-01-01 03:00:00,17994.34552140019,17998.91461622682,17982.269612341202,17995.33198272835,231250,17994.34552140019,17998.91461622682,17982.269612341202,18011.52207560122,231250,107378,65915,40269,9681,5288,0.1215432750670167,0.2225156294641012,17995.714162692595,17996.840903891243,-6.226777461182387e-05,0.0006580859291325,0.0008996829226829,0.6109231586133657,0.5462245635781428,0.1720294522655589,-1
2024-01-01 03:05:00,17992.38585127631,18012.312529597446,17978.65405300646,17993.942394643524,117118,17992.38585127631,18012.312529597446,17978.65405300646,17992.396253228053,117118,87310,35545,51541,17454,10664,0.1590852332728967,0.2120430919197285,17995.123573342906,17996.478590235278,-7.721936367488524e-05,-0.0010618659707318,-8.592566217900574e-05,1.4500211000140666,0.6109774263779076,0.1855641625963126,-1
2024-01-01 03:10:00,17991.057665227414,18010.55352847035,17988.767912466097,17999.557452100296,122616,17991.057665227414,18010.55352847035,17988.767912466097,18007.467750699874,122616,133683,38263,28009,7507,12979,0.1951497563940281,0.1530483177786694,17996.601532928704,17996.863447968404,0.0003120526526996,0.0008376592678207,0.000439471838162,0.7320126492956642,1.728919674970028,0.1740990370863487,0
2024-01-01 03:15:00,17991.254526463283,18004.26104019022,17983.57774880238,17996.61224222446,231870,17991.254526463283,18004.26104019022,17983.57774880238,18000.726200996043,231870,118827,58140,37007,7963,8859,0.1688719888024281,0.23207093115923,17996.605102693957,17996.83204725041,-0.0001636267938073,-0.0003743752201676,0.0002285962889133,0.636515307877537,1.1125204068818284,0.200471459980829,-1
2024-01-01 03:20:00,17991.992993043277,17995.98384206186,17982.868262864165,17992.946170999603,107601,17991.992993043277,17995.98384206186,17982.868262864165,17999.19765963471,107601,85256,73260,46462,8428,8060,0.1895334582486381,0.2361476504989144,17995.38545879584,17996.34631271906,-0.0002037089634155,-8.491553864364842e-05,0.0003474410791703,0.6342069342069342,0.9563360227812056,0.2128405543737762,-1
2024-01-01 03:25:00,17992.164361324467,18005.768926173092,17984.78330088925,17996.870914228304,125363,17992.164361324467,18005.768926173092,17984.78330088925,18000.66307079664,125363,126428,63306,31542,16567,16118,0.2339577554485524,0.1452398505604114,17995.880610606662,17996.411887907714,0.0002181267698686,8.141536026440299e-05,0.0002107119946799,0.4982466116955739,0.9728979296191224,0.1895988030044819,0
2024-01-01 03:30:00,17992.04871304208,17993.492681221665,17989.628213032378,17986.886093524445,102795,17992.04871304208,17993.492681221665,17989.628213032378,17981.4097947393,102795,149862,45675,37434,18544,18731,0.2386230570499479,0.1369592327516812,17992.882438245924,17995.221163609807,-0.0005548087082163,-0.001069587046967,-0.0003044606363031,0.8195730706075534,1.010084124245039,0.1877911449008145,-1
2024-01-01 03:35:00,17991.74760934649,17992.360659390608,17983.36865354274,17993.737244596225,197462,17991.74760934649,17992.360659390608,17983.36865354274,17989.259269082,197462,88889,78418,49765,12494,17294,0.1545766284050345,0.2468286459165845,17993.167373696026,17995.03567373311,0.000380897006639,0.0004365327542334,-0.0002488630045751,0.6346119513377031,1.3841844085160877,0.2007026371608095,0
2024-01-01 03:40:00,17990.269087356122,17995.422745126347,17975.245526399955,17999.31561910479,276336,17990.269087356122,17995.422745126347,17975.245526399955,17990.769857301108,276336,101428,45362,43769,8955,6183,0.1800782615250871,0.2328821152745478,17995.21678883228,17995.57066690457,0.0003100175595951,8.397167423712659e-05,-0.0004747825964344,0.9648825007715708,0.6904522613065327,0.2064801883998174,0
2024-01-01 03:45:00,17989.54924314773,17998.801702282515,17988.129089857062,17988.459013670767,202892,17989.54924314773,17998.801702282515,17988.129089857062,17972.061922482062,202892,87207,20148,42465,18493,9335,0.1913887219813886,0.236120699137293,17992.964197111774,17994.681710250345,-0.0006031676794699,-0.00103986293902,-0.0009115339549787,2.107653365098273,0.504785594549289,0.2137547105593408,-1
2024-01-01 03:50:00,17989.088604376768,18006.454054484937,17987.48500409513,17984.85043473367,172833,17989.088604376768,18006.454054484937,17987.48500409513,17997.295733840438,172833,100255,21754,41868,8705,19274,0.2433846193954721,0.2352289300011713,17990.259609652407,17993.45280081076,-0.0002006052288499,0.0014040576683529,0.0006919879123782,1.9246115656890688,2.214129810453762,0.2393067746983216,-1
2024-01-01 03:55:00,17990.145726602987,18004.689107998314,17983.050300766266,17986.885282160023,103084,17990.145726602987,18004.689107998314,17983.050300766266,17986.986111828835,103084,141531,46745,40156,16597,6446,0.24982025149137,0.1904192871243847,17989.134833821612,17992.631860979418,0.0001131423046154,-0.0005728428406173,5.605732578523341e-06,0.859043747994438,0.3883834427908658,0.2201197693078773,0
2024-01-01 04:00:00,17990.489344892554,18005.343475316553,17971.654830660176,17985.04117970584,195865,17990.489344892554,18005.343475316553,17971.654830660176,17996.982781531085,195865,55409,27378,40300,19026,11679,0.1506029423493984,0.2040322257665539,17987.77028244969,17991.68302582022,-0.0001025248354706,0.0005557723589766,0.0006639741163739,1.4719848053181386,0.6138442131819615,0.1773175840579761,-1
2024-01-01 04:05:00,17988.726304737193,17997.236171426153,17975.354851802735,17984.802495196553,100731,17988.726304737193,17997.236171426153,17975.354851802735,18000.4562219424,100731,92438,66359,73170,9038,14941,0.214507383274956,0.1908971707773734,17986.781020031976,17990.822959492263,-1.327127955408347e-05,0.0001930012632382,0.0008703863581503,1.102638677496647,1.6531312237220623,0.2027022770261647,-1
2024-01-01 04:10:00,17989.050388706586,17995.969088557526,17975.476989573133,17987.197848213636,232201,17989.050388706586,17995.969088557526,17975.476989573133,17987.73202302273,232201,145359,75833,70481,14244,11213,0.1691440380903153,0.1266568253947427,17986.9199627592,17990.369820582437,0.0001331876186976,-0.0007068820235878,2.969750005541644e-05,0.9294238655994091,0.787208649255827,0.147900431742529,0
2024-01-01 04:15:00,17988.66530642617,17996.086081685862,17981.426906609413,17981.637471330276,259094,17988.66530642617,17996.086081685862,17981.426906609413,17968.50258001337,259094,57869,40140,33435,5713,6903,0.1210540655952077,0.2169154010958604,17985.15913228289,17989.278276925917,-0.0003091296893648,-0.0010690309920532,-0.0007304613574735,0.8329596412556054,1.208296866795029,0.168984733345534,-1
2024-01-01 04:20:00,17987.988384425866,18007.741375700585,17976.115168601696,17988.066476095613,101605,17987.988384425866,18007.741375700585,17976.115168601696,17986.104594637087,101605,106862,29371,24114,12260,19551,0.1212028279166673,0.1856931643336644,17986.128246887132,17989.12680182213,0.0003575316639314,0.0009796038676754,-0.0001090657220515,0.8210139253004665,1.5946982055464929,0.1534479961251658,0
2024-01-01 04:25:00,17988.600060714707,17989.40224454296,17988.397437034153,17993.11144658364,177506,17988.600060714707,17989.40224454296,17988.397437034153,17986.40001051601,177506,137937,46999,66336,16080,16367,0.1798735809830932,0.2042021797227298,17988.455980119303,17989.62488241732,0.0002804620771628,1.642467257800817e-05,-0.0003730003055644,1.4114342858358688,1.0178482587064677,0.1920378803529115,0
2024-01-01 04:30:00,17989.631060237203,18006.97169015965,17976.909139309013,17985.09227933647,144130,17989.631060237203,18006.97169015965,17976.909139309013,17965.29077474592,144130,75958,32779,56135,12011,12894,0.1834835386905635,0.1853431746468196,17987.334746525026,17989.058307032214,-0.0004456798520353,-0.0011736220565397,-0.0011009954401679,1.7125293633118766,1.0735159437182582,0.1844133566686915,-1
2024-01-01 04:35:00,17990.56234035632,18002.135848527767,17972.296601404792,17998.15875997453,260337,17990.56234035632,18002.135848527767,17972.296601404792,17993.14147092524,260337,126302,51075,28095,13879,14269,0.1229340605545475,0.1839354719019192,17990.942751008195,17990.195863650002,0.0007265172974992,0.001550250231322,-0.0002787667958818,0.5500734214390602,1.02810000720513,0.1534347662282333,1
2024-01-01 04:40:00,17989.723122833097,17998.49543121689,17977.4716534662,17992.277083275734,263402,17989.723122833097,17998.49543121689,17977.4716534662,17991.56171115509,263402,69768,50697,57909,13521,7377,0.2093005641806593,0.1423325842321096,17991.387528430707,17990.456016103217,-0.0003267932446442,-8.779788524992949e-05,-3.9759954636870215e-05,1.1422569382803716,0.5455957399600622,0.1758165742063844,0
2024-01-01 04:45:00,17989.413910457246,18003.919063665548,17971.93993858792,17994.566813385365,168469,17989.413910457246,18003.919063665548,17971.93993858792,17988.13356942772,168469,146330,78268,23951,6746,5847,0.1582204405173439,0.1562327829683493,17992.44729008226,17990.969865763487,0.0001272618301193,-0.0001905416429328,-0.0003575103543399,0.3060126744007768,0.8667358434627928,0.1572266117428466,1
2024-01-01 04:50:00,17989.74517388865,17999.47855271714,17975.265712779328,17986.456001119386,246259,17989.74517388865,17999.47855271714,17975.265712779328,17978.74055024987,246259,76145,74544,41468,6207,12370,0.1927861031996734,0.1406508499527142,17990.450193761302,17990.405632682974,-0.0004507367334869,-0.0005221786430257,-0.0004289589271525,0.5562889031981112,1.99291122925729,0.1667184765761938,0
2024-01-01 04:55:00,17990.72071901577,18008.189183777406,17988.309550687696,17994.993345151106,256863,17990.72071901577,18008.189183777406,17988.309550687696,17982.217986929776,256863,125622,29795,47073,15334,18599,0.1591194795115044,0.1454366184312945,17991.964577557905,17990.979096741492,0.0004746540414179,0.0001934193705164,-0.0007099395913237,1.5798959556972647,1.2129255249771749,0.1522780489713994,1
2024-01-01 05:00:00,17990.241544777924,18008.255582058147,17972.19247863221,17984.78187527595,190436,17990.241544777924,18008.255582058147,17972.19247863221,17986.74109675949,190436,76442,72204,67655,5784,19380,0.1417274609330099,0.2464870594546396,17989.57034346392,17990.204444058298,-0.0005674617200072,0.0002515323656404,0.0001089377395361,0.9369979502520636,3.350622406639004,0.1941072601938247,-1
2024-01-01 05:05:00,17990.055885801263,17998.49030433873,17988.727008914146,17994.507123305444,212341,17990.055885801263,17998.49030433873,17988.727008914146,18013.199816137607,212341,131948,58460,54341,7696,16068,0.1729325860178537,0.1399047479503858,17991.21593674443,17990.74227896419,0.0005407487339541,0.0014710124105183,0.0010387999351175,0.929541566883339,2.0878378378378377,0.1564186669841197,1
2024-01-01 05:10:00,17988.949550827256,17994.486106771958,17978.2702013763,17989.808747526222,270939,17988.949550827256,17994.486106771958,17978.2702013763,18002.594986406733,270939,75596,24218,66127,17012,11341,0.1501955374227651,0.155005155159677,17990.746873671695,17990.625587534443,-0.0002611005540206,-0.0005887254812647,0.0007107490168437,2.7304897183912797,0.6666470726545968,0.152600346291221,0
2024-01-01 05:15:00,17987.753344203174,17999.600350775043,17984.910601727304,17990.519600303098,231965,17987.753344203174,17999.600350775043,17984.910601727304,17997.05586918297,231965,125791,57571,71786,19688,6239,0.1895241269994918,0.196776655506016,17990.671115882164,17990.612339130523,3.951419311087889e-05,-0.0003076843770549,0.0003633174041154,1.2469125080335586,0.3168935392117025,0.1931503912527539,1
2024-01-01 05:20:00,17988.56587002557,18006.813136937904,17988.331737810953,17982.687896997446,199694,17988.56587002557,18006.813136937904,17988.331737810953,17989.441988186758,199694,92406,71529,22768,12073,10600,0.1458477089372424,0.1993232149107634,17988.010042920592,17989.621783863888,-0.0004353239083499,-0.0004230625859893,0.0003755885231395,0.3183044639237232,0.8779922140313096,0.1725854619240029,-1
2024-01-01 05:25:00,17989.92211005414,17994.135353834252,17981.481424851587,17985.44676084276,119773,17989.92211005414,17994.135353834252,17981.481424851587,17984.120329400168,119773,90524,31672,58070,10036,14524,0.1860927769638015,0.1400166368666977,17987.155615561314,17989.099905986248,0.0001534177683066,-0.0002958212261439,-7.375026376761481e-05,1.833480676938621,1.447190115583898,0.1630547069152496,0
2024-01-01 05:30:00,17989.85009993256,18002.30943160383,17983.949285779476,17992.836241023826,104239,17989.85009993256,18002.30943160383,17983.949285779476,17974.791109230955,104239,73332,74238,66514,12127,16698,0.1404592069329527,0.2231832653520776,17989.049157382153,17989.566947865944,0.0004108588615743,-0.0005187476506127,-0.0010029064651701,0.8959562488213584,1.3769275171105797,0.1818212361425151,0
2024-01-01 05:35:00,17990.85363283045,18003.4848372323,17981.133622954498,17986.11189280933,120863,17990.85363283045,18003.4848372323,17981.133622954498,17982.417575914726,120863,65764,51042,75402,18576,15571,0.207226712233152,0.2220763728286672,17988.070069191213,17989.135065983868,-0.0003737236378088,0.000424286804638,-0.0002053983049044,1.4772540260961562,0.8382321274763135,0.2146515425309096,-1
2024-01-01 05:40:00,17991.2152688555,18005.877529303805,17979.67127112081,17993.531300315994,151415,17991.2152688555,18005.877529303805,17979.67127112081,17983.83852344267,151415,77563,55950,53979,8718,9791,0.2180118989773851,0.1508513015465058,17989.89047956614,17989.684595275383,0.0004125075808978,7.901871491688972e-05,-0.0005386811911207,0.9647721179624664,1.1230786877724248,0.1844316002619454,1
2024-01-01 05:45:00,17990.570149100895,17993.20150280344,17989.695367654716,17983.734460068594,168968,17990.570149100895,17993.20150280344,17989.695367654716,17985.281427562048,168968,137675,31009,45351,10775,17314,0.1343512504524913,0.1575266193478098,17987.83847306696,17988.940828374536,-0.0005444645680655,8.023337829099475e-05,8.602037006767216e-05,1.4625108839369216,1.6068677494199537,0.1459389349001505,-1
2024-01-01 05:50:00,17990.931544706404,18005.248044000047,17988.471478803927,17995.172415769735,160430,17990.931544706404,18005.248044000047,17988.471478803927,18007.50456280912,160430,86370,67096,35445,12910,16429,0.180814313564854,0.2419384225097346,17990.28312063455,17989.71977679894,0.0006360167142447,0.001235628996776,0.0006853030776509,0.5282729223798737,1.272579395817196,0.2113763680372943,1
2024-01-01 05:55:00,17992.469581272868,18010.65023168618,17981.29673334386,17986.306964699026,101515,17992.469581272868,18010.65023168618,17981.29673334386,18006.04106060151,101515,55062,39544,75107,7693,7365,0.1292133210851335,0.2273372879773321,17988.95773532271,17989.29317528645,-0.0004926571897104,-8.127179435146736e-05,0.0010971733075175,1.899327331580012,0.9573638372546472,0.1782753045312328,-1
2024-01-01 06:00:00,17992.43375523376,17996.027417411166,17985.570408170308,17995.195254922157,197206,17992.43375523376,17996.027417411166,17985.570408170308,17995.841465233963,197206,94645,75728,68583,5625,15604,0.1977637179204603,0.2107136142981281,17991.03690852253,17990.030935240913,0.0004941698282241,-0.0005664540768967,3.5910158386847366e-05,0.9056491654341856,2.7740444444444443,0.2042386661092942,1
