datetime,open,high,low,close,volume
2024-01-01 02:00:00,17995.91229853355,18000.85436321375,17977.760078482417,17999.434831232673,132966
2024-01-01 02:05:00,17996.023221123258,17999.21411472552,17981.74256823392,17999.968504560136,258849
2024-01-01 02:10:00,17994.872227545835,18012.30789887768,17982.71412326402,17995.29136068548,263639
2024-01-01 02:15:00,17995.24792556418,17999.632205311344,17989.060471206925,18002.3002212902,248246
2024-01-01 02:20:00,17994.647286874264,18014.164591990648,17978.171479189838,17996.69610085406,142598
2024-01-01 02:25:00,17994.35559312447,18001.093508959893,17975.25438289477,17990.050153573604,290271
2024-01-01 02:30:00,17993.75388651224,17997.396244826014,17977.329920861237,18000.770736362865,244870
2024-01-01 02:35:00,17995.60616469675,18011.4001348396,17995.57486259292,17999.095681059443,296436
2024-01-01 02:40:00,17995.59266747201,18008.766822982026,17982.864640068343,17993.37744736637,248630
2024-01-01 02:45:00,17994.534956543055,18004.498870872118,17993.512248914212,17992.13749170606,161084
2024-01-01 02:50:00,17995.357501455157,18006.464772473908,17990.205357048482,17996.84037918086,275309
2024-01-01 02:55:00,17994.136657805186,18008.520693370632,17992.94616379823,17996.452581781523,296569
2024-01-01 03:00:00,17994.34552140019,17998.91461622682,17982.269612341202,17995.33198272835,231250
2024-01-01 03:05:00,17992.38585127631,18012.312529597446,17978.65405300646,17993.942394643524,117118
2024-01-01 03:10:00,17991.057665227414,18010.55352847035,17988.767912466097,17999.557452100296,122616
2024-01-01 03:15:00,17991.254526463283,18004.26104019022,17983.57774880238,17996.61224222446,231870
2024-01-01 03:20:00,17991.992993043277,17995.98384206186,17982.868262864165,17992.946170999603,107601
2024-01-01 03:25:00,17992.164361324467,18005.768926173092,17984.78330088925,17996.870914228304,125363
2024-01-01 03:30:00,17992.04871304208,17993.492681221665,17989.628213032378,17986.886093524445,102795
2024-01-01 03:35:00,17991.74760934649,17992.360659390608,17983.36865354274,17993.737244596225,197462
2024-01-01 03:40:00,17990.269087356122,17995.422745126347,17975.245526399955,17999.31561910479,276336
2024-01-01 03:45:00,17989.54924314773,17998.801702282515,17988.129089857062,17988.459013670767,202892
2024-01-01 03:50:00,17989.088604376768,18006.454054484937,17987.48500409513,17984.85043473367,172833
2024-01-01 03:55:00,17990.145726602987,18004.689107998314,17983.050300766266,17986.885282160023,103084
2024-01-01 04:00:00,17990.489344892554,18005.343475316553,17971.654830660176,17985.04117970584,195865
2024-01-01 04:05:00,17988.726304737193,17997.236171426153,17975.354851802735,17984.802495196553,100731
2024-01-01 04:10:00,17989.050388706586,17995.969088557526,17975.476989573133,17987.197848213636,232201
2024-01-01 04:15:00,17988.66530642617,17996.086081685862,17981.426906609413,17981.637471330276,259094
2024-01-01 04:20:00,17987.988384425866,18007.741375700585,17976.115168601696,17988.066476095613,101605
2024-01-01 04:25:00,17988.600060714707,17989.40224454296,17988.397437034153,17993.11144658364,177506
2024-01-01 04:30:00,17989.631060237203,18006.97169015965,17976.909139309013,17985.09227933647,144130
2024-01-01 04:35:00,17990.56234035632,18002.135848527767,17972.296601404792,17998.15875997453,260337
2024-01-01 04:40:00,17989.723122833097,17998.49543121689,17977.4716534662,17992.277083275734,263402
2024-01-01 04:45:00,17989.413910457246,18003.919063665548,17971.93993858792,17994.566813385365,168469
2024-01-01 04:50:00,17989.74517388865,17999.47855271714,17975.265712779328,17986.456001119386,246259
2024-01-01 04:55:00,17990.72071901577,18008.189183777406,17988.309550687696,17994.993345151106,256863
2024-01-01 05:00:00,17990.241544777924,18008.255582058147,17972.19247863221,17984.78187527595,190436
2024-01-01 05:05:00,17990.055885801263,17998.49030433873,17988.727008914146,17994.507123305444,212341
2024-01-01 05:10:00,17988.949550827256,17994.486106771958,17978.2702013763,17989.808747526222,270939
2024-01-01 05:15:00,17987.753344203174,17999.600350775043,17984.910601727304,17990.519600303098,231965
2024-01-01 05:20:00,17988.56587002557,18006.813136937904,17988.331737810953,17982.687896997446,199694
2024-01-01 05:25:00,17989.92211005414,17994.135353834252,17981.481424851587,17985.44676084276,119773
2024-01-01 05:30:00,17989.85009993256,18002.30943160383,17983.949285779476,17992.836241023826,104239
2024-01-01 05:35:00,17990.85363283045,18003.4848372323,17981.133622954498,17986.11189280933,120863
2024-01-01 05:40:00,17991.2152688555,18005.877529303805,17979.67127112081,17993.531300315994,151415
2024-01-01 05:45:00,17990.570149100895,17993.20150280344,17989.695367654716,17983.734460068594,168968
2024-01-01 05:50:00,17990.931544706404,18005.248044000047,17988.471478803927,17995.172415769735,160430
2024-01-01 05:55:00,17992.469581272868,18010.65023168618,17981.29673334386,17986.306964699026,101515
2024-01-01 06:00:00,17992.43375523376,17996.027417411166,17985.570408170308,17995.195254922157,197206
2024-01-01 06:05:00,17993.998398889573,17998.74926538805,17979.414929138584,17997.126553557802,245677
2024-01-01 06:10:00,17991.378653785483,18010.806555666317,17978.332820813645,17987.894794693337,156240
2024-01-01 06:15:00,17992.20055628986,17995.82009534405,17975.28846903006,17995.110689125282,105586
2024-01-01 06:20:00,17992.287603358098,18009.37530522549,17978.437746824715,17993.589814674764,220419
2024-01-01 06:25:00,17991.98859600763,18001.83415313659,17983.389974459827,17989.29438672667,222374
2024-01-01 06:30:00,17992.080356784165,17997.024978272228,17978.621024336277,17987.037583363785,131186
2024-01-01 06:35:00,17990.092787869566,18007.507785895017,17984.585164384458,17980.279659411204,126928
2024-01-01 06:40:00,17989.87311598173,17998.779221081782,17983.746846006165,17991.621366218227,222990
2024-01-01 06:45:00,17990.23022855324,18000.526575631833,17974.450525354823,17982.406214696428,187029
2024-01-01 06:50:00,17991.708122597982,17998.892789985977,17982.77973226995,17992.184843595187,120711
2024-01-01 06:55:00,17991.189852379706,18003.048869408405,17975.22224556934,17989.872611299295,154962
2024-01-01 07:00:00,17990.381358776813,17993.651836228513,17973.932911303447,17993.777072654004,120039
2024-01-01 07:05:00,17989.879601733228,17997.701232466265,17972.72835498,17988.36937423578,136561
2024-01-01 07:10:00,17990.79500385093,18010.183250297636,17972.462299134106,17989.147764919195,101577
2024-01-01 07:15:00,17991.12375496059,17996.286423614612,17982.504050550324,17994.783108482032,207792
2024-01-01 07:20:00,17990.593994756822,18003.72872804765,17984.2166583904,17992.269284902242,259422
2024-01-01 07:25:00,17991.107262189937,17997.61106347443,17979.463287258055,17992.68804197585,264870
2024-01-01 07:30:00,17991.204339739284,18006.673802253015,17983.780891270533,17993.550677688327,110785
2024-01-01 07:35:00,17992.17298472982,17994.790457944186,17980.151501393815,17984.495124113782,172227
2024-01-01 07:40:00,17991.47093163594,18010.867352537512,17977.359214383065,17995.254875035876,218680
2024-01-01 07:45:00,17991.143269489345,18000.219060317017,17977.375169119503,17994.205613459413,161957
2024-01-01 07:50:00,17990.75116133621,17995.47217060314,17983.26010359581,17985.66774569333,165431
2024-01-01 07:55:00,17989.28764638808,17990.757581334678,17985.950442354104,17988.06724401971,248369
2024-01-01 08:00:00,17989.583766665142,17992.978924766892,17980.973179895896,17989.387230227003,171894
2024-01-01 08:05:00,17989.844821937324,18000.240300908445,17986.992939055686,17989.172338015316,294844
2024-01-01 08:10:00,17989.849935393966,17996.58999892259,17972.04799469029,17991.51923522681,250653
2024-01-01 08:15:00,17989.61534826059,18006.193015578243,17982.697799045833,17996.77218216975,155192
2024-01-01 08:20:00,17988.19997751854,17996.817727991776,17985.110782574073,17993.608811156904,101462
2024-01-01 08:25:00,17987.779332195776,17992.75361764753,17987.27037699766,17981.21823622862,228848
2024-01-01 08:30:00,17987.436617679246,17999.779517411327,17974.520169953517,17990.546967630777,295245
2024-01-01 08:35:00,17986.634340410026,18000.769884747737,17973.89629406093,17993.279007007703,246583
2024-01-01 08:40:00,17986.47305469836,17989.81389285638,17979.660971366735,17988.407097301806,176106
2024-01-01 08:45:00,17986.877105555173,17990.22948988094,17985.44286777822,17992.332007681103,148665
2024-01-01 08:50:00,17988.763291456384,17989.496719995055,17980.570713558478,17998.824643684886,275486
2024-01-01 08:55:00,17988.93786926922,18003.665909570533,17982.71351936795,17994.056416999752,181010
2024-01-01 09:00:00,17989.19541965994,18002.471510212377,17975.65300686524,17990.44196263815,172573
2024-01-01 09:05:00,17989.120973744175,17998.61359125917,17977.005388755122,17994.3464161146,207803
2024-01-01 09:10:00,17987.202202528875,18004.08561150826,17979.910327964924,17987.92664169436,219682
2024-01-01 09:15:00,17987.175688653424,18003.289091712424,17982.817837568324,17987.29520386985,113386
2024-01-01 09:20:00,17987.235918863367,17998.9430061513,17967.475199540255,17985.478847684797,224069
2024-01-01 09:25:00,17989.69916097585,18007.064586586115,17980.61912855193,17997.51622777001,154460
2024-01-01 09:30:00,17989.50680001107,17993.623624211807,17975.741315295465,17985.414656681358,237293
2024-01-01 09:35:00,17989.808347353406,17992.04673974136,17986.99728800184,17997.470185976796,254546
2024-01-01 09:40:00,17989.7736355837,17995.16862781404,17980.061841590512,17992.272956202403,215375
2024-01-01 09:45:00,17988.60495754608,17989.746694667865,17988.05422314869,17981.608426672068,212660
2024-01-01 09:50:00,17989.747780360594,18000.371170920615,17979.638678002386,17991.586026825553,252117
2024-01-01 09:55:00,17990.49971339328,18009.231827239182,17971.219365250927,17979.999580855023,191319
2024-01-01 10:00:00,17991.290745340324,17992.077616153696,17983.60661108061,17994.41828542448,216582
2024-01-01 10:05:00,17990.38135788553,17992.82355616573,17989.60143763403,17994.807515300476,235994
2024-01-01 10:10:00,17991.784152196466,18000.828132762133,17991.16503637808,17988.822372418206,253778
2024-01-01 10:15:00,17990.382301133675,18009.059801484233,17982.622565934736,17991.000039613453,142771
2024-01-01 10:20:00,17990.969158227475,17997.292280327012,17987.76865949821,18000.739945396228,152335
2024-01-01 10:25:00,17993.159613853284,18003.30431002705,17992.69257192672,17990.630880331973,152949
2024-01-01 10:30:00,17992.169077528153,17993.00053470916,17977.04480524915,17986.87453959287,195558
2024-01-01 10:35:00,17991.60277979855,17994.569643817795,17982.432319620915,17999.011096810864,246312
2024-01-01 10:40:00,17991.702431163638,18011.435033622816,17985.917535724184,18001.51536711629,202272
2024-01-01 10:45:00,17991.19895550952,18010.50132943824,17973.197291849192,17991.21743386876,102716
2024-01-01 10:50:00,17989.648292078455,17989.747091697143,17987.325512874446,17994.705607255495,247646
2024-01-01 10:55:00,17989.716855053262,18008.753090761726,17970.598478474156,17996.42423463092,275138
2024-01-01 11:00:00,17988.654551339536,18001.436950095846,17982.37521699199,17984.942130176845,292898
2024-01-01 11:05:00,17989.12814377017,18006.486509660568,17971.360070323997,17986.70161459333,251285
2024-01-01 11:10:00,17988.208719535938,17997.303516648615,17976.14986200635,17994.36309210171,171916
2024-01-01 11:15:00,17989.758653940953,18000.070574512538,17973.224506746123,17998.183725334497,297223
2024-01-01 11:20:00,17988.97540064862,17998.752332253756,17969.295137384408,17991.78980494949,150906
2024-01-01 11:25:00,17988.653339132412,18001.990624283335,17982.885230376036,17984.2542673649,100463
2024-01-01 11:30:00,17989.466856349783,17992.25988144491,17970.24414664163,17999.40216190828,263045
2024-01-01 11:35:00,17988.235992033347,17988.8354638308,17980.4463541353,17985.581137544286,174694
2024-01-01 11:40:00,17988.463451967953,17994.622050799775,17980.753213873213,17986.787763062097,251723
2024-01-01 11:45:00,17989.770594722235,18003.864209976968,17982.962852637145,17991.482283894682,168694
2024-01-01 11:50:00,17988.163111487673,17992.200180530133,17977.334959340722,17995.933913591245,120008
2024-01-01 11:55:00,17988.347745346207,18001.816394012705,17985.264844482637,17992.61762522897,170474
2024-01-01 12:00:00,17988.607628140453,18008.0058690626,17977.533398433294,17990.681955642263,138185
2024-01-01 12:05:00,17989.38945101223,17991.26746532802,17978.55535476403,17991.70589366282,187924
2024-01-01 12:10:00,17988.152500301352,18001.604542665853,17972.914464049256,17988.370073644568,134980
2024-01-01 12:15:00,17986.832043688268,17995.70704807436,17970.159044449516,17989.62274126086,122504
2024-01-01 12:20:00,17987.353985253885,18004.716830341436,17978.545158247638,17974.706184865412,154970
2024-01-01 12:25:00,17987.65096992712,17991.193965716066,17981.60430494009,17986.16793263177,116766
2024-01-01 12:30:00,17987.901462777467,18001.75398182199,17982.714764831126,17989.10807245205,216944
2024-01-01 12:35:00,17988.247910986964,18005.010216779927,17984.355434252866,17982.492840568866,193922
2024-01-01 12:40:00,17987.567886265384,18006.460170654864,17986.414934621404,17989.499502854444,242767
2024-01-01 12:45:00,17987.800139962546,18001.465100528338,17980.95118038585,17986.777783857615,248868
2024-01-01 12:50:00,17988.093212435844,17998.03670771601,17982.68825859323,17996.87059092742,273615
2024-01-01 12:55:00,17987.378861017816,17999.73580582184,17968.050513300488,17995.24395964389,245631
2024-01-01 13:00:00,17989.24463552896,18006.622735218534,17978.09045900396,17986.91560768337,264211
2024-01-01 13:05:00,17989.718468449875,18001.130663382653,17982.772927669266,17988.964279892043,220494
2024-01-01 13:10:00,17988.52716495267,17989.134906146606,17976.917812932796,17988.157427124628,108802
2024-01-01 13:15:00,17989.183718561304,18007.802692471443,17986.39978453439,17986.925421180506,271277
2024-01-01 13:20:00,17988.209036891076,18001.999571911707,17979.328161907033,17989.184161811216,134159
2024-01-01 13:25:00,17988.99612149482,18002.526389210365,17976.4714350664,17985.20471115038,111516
2024-01-01 13:30:00,17990.154717073827,17994.46822012178,17980.37676043798,17984.50164039914,150492
2024-01-01 13:35:00,17989.334034755477,18002.51174416013,17981.29845874239,17992.447590874977,129086
2024-01-01 13:40:00,17990.29741088472,17998.174698997802,17970.420443106726,17993.445058805828,213758
2024-01-01 13:45:00,17990.710191811657,18003.73485135249,17973.10389656868,17986.688613013357,130480
2024-01-01 13:50:00,17991.53225197165,17993.66411257781,17979.06413280846,17996.009029125464,283163
2024-01-01 13:55:00,17993.429044954304,18006.585951046363,17982.041497730657,17990.271156308478,228023
2024-01-01 14:00:00,17993.1836568383,18013.171931353714,17980.770447241808,17994.44948302849,210195
2024-01-01 14:05:00,17992.429920673945,17993.394161451157,17988.403678517498,17996.53164073701,278838
2024-01-01 14:10:00,17991.54040624432,18011.083889928745,17983.637651379035,17991.3723434208,138737
2024-01-01 14:15:00,17990.724595959353,17998.86275517381,17989.935405301534,17992.99830052006,109265
2024-01-01 14:20:00,17990.64749424994,18008.062563256684,17981.136573500204,17988.065346030504,214165
2024-01-01 14:25:00,17990.988646224756,18006.63635590592,17980.128154545604,17990.006313307615,219501
2024-01-01 14:30:00,17991.265337024088,18002.605662243823,17986.710342302023,17990.236039869687,170990
2024-01-01 14:35:00,17992.092520273123,18006.86150445815,17972.811943329812,17988.359628540424,115386
2024-01-01 14:40:00,17992.105522165,18009.675833391026,17973.916429946254,17991.22165134942,204718
2024-01-01 14:45:00,17993.559056242157,18001.641862675177,17979.116191533038,17985.81596474784,137425
2024-01-01 14:50:00,17993.29439940892,17999.835062640184,17982.62666683361,17990.838630673206,221635
2024-01-01 14:55:00,17996.01456857551,18009.366436286782,17978.615185382554,17994.590191108662,274326
2024-01-01 15:00:00,17996.640235923274,18012.7971547621,17994.027189046807,17995.359337160797,153634
2024-01-01 15:05:00,17995.783078366858,18011.02878106239,17979.97288248136,17994.575591137505,278734
2024-01-01 15:10:00,17994.712185868797,18010.66845884597,17992.21576958946,17994.403364869497,186988
2024-01-01 15:15:00,17995.19465828404,18003.906324580297,17979.31044503305,17997.59186587447,206337
2024-01-01 15:20:00,17994.971195498714,18011.327879822216,17989.45584413369,17999.343780869378,241215
2024-01-01 15:25:00,17995.685195992806,17998.08937710022,17978.14338437244,17992.436369858566,246653
2024-01-01 15:30:00,17996.15843361738,18007.048215576597,17977.277591740873,17990.142429340434,167443
2024-01-01 15:35:00,17996.085604704724,17996.200777914684,17993.10968531662,17990.87538264351,129424
2024-01-01 15:40:00,17995.238810986655,18001.73052758466,17985.98529888535,17992.80279638068,188844
2024-01-01 15:45:00,17993.723963761968,18001.053194459397,17974.104216198713,17991.964357172885,141984
2024-01-01 15:50:00,17993.277448809902,18001.200902642086,17983.60930009044,17989.427468478916,141505
2024-01-01 15:55:00,17994.133847604226,18008.043191738023,17976.862897153937,17987.653264282977,202478
2024-01-01 16:00:00,17994.347941348355,18002.119103373763,17982.57331090573,17992.067337210985,162699
2024-01-01 16:05:00,17993.102202569644,18002.076075022094,17985.595604411254,17994.009335670213,258029
2024-01-01 16:10:00,17993.275383495493,17998.02626611298,17987.559712384977,17996.25053082467,256536
2024-01-01 16:15:00,17993.66070087522,18001.125736707807,17989.5962390535,17990.87358560968,214012
2024-01-01 16:20:00,17992.776843439024,17997.322235984288,17977.540879611468,17990.711854328307,254721
2024-01-01 16:25:00,17992.93056854497,17994.394487020338,17985.199758408507,17988.297077000734,273137
2024-01-01 16:30:00,17992.988777263414,18005.05774913104,17982.7632680194,17992.83158141154,134758
2024-01-01 16:35:00,17991.845806965583,18005.210062936683,17981.999297365557,17987.603663794627,236668
2024-01-01 16:40:00,17992.203594325932,18004.593401246126,17980.65801374127,17995.06923339214,116374
2024-01-01 16:45:00,17992.7643788523,18002.03425972831,17975.452835939806,17983.83504639263,218686
2024-01-01 16:50:00,17993.847430095473,18001.443145699057,17974.232643223804,17992.049281733212,103775
2024-01-01 16:55:00,17994.90123214751,18012.167905138947,17986.749547976033,17996.40676884347,127388
2024-01-01 17:00:00,17993.523562779552,18003.905198482276,17976.973184337425,17994.442735361165,223800
2024-01-01 17:05:00,17992.58573773964,18002.169375292233,17977.295181846544,18006.05090605954,121029
2024-01-01 17:10:00,17993.100773006845,17993.613614322974,17981.630193977733,17994.849773129685,183981
2024-01-01 17:15:00,17993.614558957757,18000.43951551028,17974.493616085518,17988.594285973548,153639
2024-01-01 17:20:00,17994.129606644063,18001.73351901978,17990.120116333495,17993.652285408618,214010
2024-01-01 17:25:00,17997.98233813472,18005.95879375266,17995.797053928527,17989.101106467388,245717
2024-01-01 17:30:00,17998.55322864541,18010.156676029957,17981.4739893063,17998.150229898925,131105
2024-01-01 17:35:00,17999.688794285594,18010.36084522013,17990.905797952917,17995.52351400059,244740
2024-01-01 17:40:00,18000.642796049087,18012.800897904955,17983.703418964946,18005.219747426887,247032
2024-01-01 17:45:00,18001.29418730039,18016.591852531234,17983.432383196483,17998.546485927414,226519
2024-01-01 17:50:00,18000.978918055753,18017.238632830074,17999.729766183373,18000.395088476776,242429
2024-01-01 17:55:00,18001.737887276246,18016.100348800777,17984.068592016523,17998.560098069225,295676
2024-01-01 18:00:00,18000.965062061707,18020.075535980806,17991.99868095432,18009.659318820974,202739
2024-01-01 18:05:00,18000.728243454967,18001.092895108493,17990.519593674882,17999.122029624377,151796
2024-01-01 18:10:00,18000.24287990714,18004.15843962081,17987.711029685273,18009.405665124534,115804
2024-01-01 18:15:00,18000.324754046524,18000.476011546085,17981.79710191192,18004.395512857114,227732
2024-01-01 18:20:00,18002.639412613196,18015.58890689629,18002.2570907246,18005.04974624987,245698
2024-01-01 18:25:00,18000.772147420605,18018.732758399605,17991.23527805425,18002.615813157194,259204
2024-01-01 18:30:00,18001.458407610982,18006.328053542507,17987.703966762372,18003.427394102062,107951
2024-01-01 18:35:00,17999.845691739793,18018.38638263572,17985.39155258583,17990.207328843066,237521
2024-01-01 18:40:00,17999.373759874,18000.57910767979,17985.52311124326,17997.979342903247,119065
2024-01-01 18:45:00,18000.46271047097,18019.151431007078,17997.774007882806,18004.68850032689,201503
2024-01-01 18:50:00,18000.526990490063,18007.559444234856,17994.539078722628,18000.282504572693,205072
2024-01-01 18:55:00,17999.449245712134,18001.47766228112,17992.274935203794,17992.423296478115,240202
2024-01-01 19:00:00,17998.733942002877,18008.451377186604,17982.645197849288,17998.47191974999,189360
2024-01-01 19:05:00,17999.41353975181,18004.549071106223,17993.83834230352,18007.934067333088,162287
2024-01-01 19:10:00,17998.68317312009,18004.38063115933,17994.469073842745,18004.917631697765,282774
2024-01-01 19:15:00,17998.899631709675,18005.045431008202,17979.750671328915,17998.589611662846,268065
2024-01-01 19:20:00,17998.945203549578,18015.00572150623,17998.767937847308,18003.70244993487,262947
2024-01-01 19:25:00,17998.29360320197,18009.076828735477,17978.33718608833,17996.461068100132,237126
2024-01-01 19:30:00,18000.437547291298,18006.663701274418,17986.90112131415,17991.918189357166,207357
2024-01-01 19:35:00,18001.071466313617,18013.278141979834,17984.502080324633,17996.44913637297,279589
2024-01-01 19:40:00,17999.046323726958,18013.36933721142,17993.153935800034,18006.8607675695,129670
2024-01-01 19:45:00,17999.23277804173,18004.6852580564,17998.946472488387,17997.862812632582,149112
2024-01-01 19:50:00,17998.57099157696,18006.841973607465,17983.81360120573,17997.35407168008,188388
2024-01-01 19:55:00,17999.423424911754,18001.861146778494,17982.74053297174,17997.92423393038,189156
2024-01-01 20:00:00,17998.630904173322,18002.253891164015,17983.821381534253,18008.15158712119,259379
2024-01-01 20:05:00,17998.516167731857,18012.13852481116,17995.65916198584,18006.645962308667,298159
2024-01-01 20:10:00,17999.021155010836,18002.64992196475,17983.952596565698,18010.115056178078,147922
2024-01-01 20:15:00,17999.88691020501,18010.39017787835,17984.508454562856,17999.09168415301,294152
2024-01-01 20:20:00,17998.686613797952,18012.867539032402,17985.51580348455,18000.164736241688,193348
2024-01-01 20:25:00,17998.35211256211,18000.489651024003,17983.029793906197,17990.768899815004,179335
2024-01-01 20:30:00,17997.87716725095,18009.22341164353,17980.958738457397,18005.261839381543,126312
2024-01-01 20:35:00,17997.223838018373,18002.3550936924,17984.951755733626,17991.384940262033,166985
2024-01-01 20:40:00,17998.989292258655,18018.247829763408,17997.217197979262,18000.073170077467,230744
2024-01-01 20:45:00,17999.394273969618,18009.065186904016,17989.641717776274,17993.907761331455,288680
2024-01-01 20:50:00,17998.133390015282,18014.253241010785,17996.580403321852,17995.18905588159,200963
2024-01-01 20:55:00,17999.051251962337,18010.055782805463,17990.90039134169,17994.86493980709,271349
2024-01-01 21:00:00,18001.17340815935,18002.041658816444,17993.03127837684,17998.13403185597,131551
2024-01-01 21:05:00,18002.2058734199,18014.868900931782,18000.8856765371,17999.510259904157,189813
2024-01-01 21:10:00,18000.686503453948,18019.71457029808,17993.71009277456,17997.94515947932,287669
2024-01-01 21:15:00,18000.20226938108,18012.234505784007,17997.982307405255,18004.36893893998,201025
2024-01-01 21:20:00,18001.46918053027,18017.852957718806,17985.304476330082,17995.944866564954,224342
2024-01-01 21:25:00,18000.761511064647,18018.445640331614,17981.80775054536,18001.864218199717,276284
2024-01-01 21:30:00,18001.205330492794,18005.766925931774,17999.759000987637,18007.29512625432,109637
2024-01-01 21:35:00,18001.979964546223,18006.220861344387,17982.877660400387,17999.413982723654,143258
2024-01-01 21:40:00,18001.053034074645,18013.272653851665,17990.60150208791,17997.463439620908,266765
2024-01-01 21:45:00,18000.993508718584,18009.214078114717,17995.002195159508,17999.840885592683,240896
2024-01-01 21:50:00,17997.752241378515,18014.54946743585,17996.21499987299,18003.650867420318,229553
2024-01-01 21:55:00,17996.727853737182,18014.728316205143,17986.715368375775,17997.69839189195,126950
2024-01-01 22:00:00,17996.475285585788,18003.543713171843,17980.584974695972,17993.81921411275,254560
2024-01-01 22:05:00,17995.227502403824,17999.964913583313,17981.08577285849,17997.646885659764,227870
2024-01-01 22:10:00,17996.859913707754,18012.47042401263,17995.855393478476,17991.348452958573,100215
2024-01-01 22:15:00,17995.429772329793,18000.925893040756,17993.971735622436,17998.83656988201,205603
2024-01-01 22:20:00,17994.989727843098,18011.44201421337,17986.932262190447,17997.032764381605,111523
2024-01-01 22:25:00,17995.120468420384,18003.59523349336,17989.214658539426,17993.58142606469,168689
2024-01-01 22:30:00,17996.561741709447,18009.912739695275,17991.914055248326,17992.36881271721,123834
2024-01-01 22:35:00,17995.12587955827,17997.03658583496,17989.505789580096,17990.692474946853,134474
2024-01-01 22:40:00,17996.289043310426,18008.766229803958,17980.21938844449,17998.963129992157,143066
2024-01-01 22:45:00,17996.299276371443,18005.33462994619,17977.714715298807,18002.44417888389,110400
2024-01-01 22:50:00,17995.317767720397,18007.049936983905,17987.215713829846,17992.131228985254,225211
2024-01-01 22:55:00,17995.77987119466,17999.140155349556,17977.65765115201,17998.071804712417,110345
2024-01-01 23:00:00,17995.978930890233,18010.716405789117,17989.549016865276,17985.54379579722,133896
2024-01-01 23:05:00,17995.378714013073,18012.63465556394,17985.849974286197,17992.455625359788,128899
2024-01-01 23:10:00,17995.448516098066,17999.78331209988,17990.927936141747,17995.293221433712,128229
2024-01-01 23:15:00,17995.063202501202,17996.977493611605,17982.253681657687,17990.514785416293,105583
2024-01-01 23:20:00,17995.176719846455,17995.649491567383,17975.59709754296,17990.49418797251,235969
2024-01-01 23:25:00,17995.838850520973,18008.67828052984,17983.768988600106,17992.499952738628,171537
2024-01-01 23:30:00,17997.42486733712,18009.566748058893,17990.26858565485,17998.88583097875,235639
2024-01-01 23:35:00,17996.187051838293,18007.121000092575,17983.23070291848,17995.25040674626,174807
2024-01-01 23:40:00,17998.32008521295,18002.959027135268,17995.86167164364,17987.128929046325,229648
2024-01-01 23:45:00,17996.36799741343,18004.186117331537,17978.59481580812,17985.764496650252,212652
2024-01-01 23:50:00,17996.21621231839,18008.105739022114,17986.154533302793,17993.181886429105,244401
2024-01-01 23:55:00,17996.804529524878,18006.73986670206,17987.817534684084,17999.092962455146,171792
2024-01-02 00:00:00,17997.08552139261,18016.84123179691,17985.36822562354,17983.347997178986,231300
2024-01-02 00:05:00,17996.462821872792,17999.191616923927,17983.967144617003,17993.964170992032,137052
2024-01-02 00:10:00,17996.254699622434,18010.157590703384,17994.819183497904,17993.623460339848,288841
