datetime,open_spot,high_spot,low_spot,close_spot,volume_spot,open_fut,high_fut,low_fut,close_fut,volume_fut,open_interest,call_oi,put_oi,call_volume,put_volume,call_iv,put_iv
2024-01-01 03:05:00,17992.38585127631,18012.312529597446,17978.65405300646,17993.942394643524,117118,17992.38585127631,18012.312529597446,17978.65405300646,17992.396253228053,117118,87310,35545,51541,17454,10664,0.15908523327289673,0.21204309191972853
2024-01-01 03:10:00,17991.057665227414,18010.55352847035,17988.767912466097,17999.557452100296,122616,17991.057665227414,18010.55352847035,17988.767912466097,18007.467750699874,122616,133683,38263,28009,7507,12979,0.1951497563940281,0.15304831777866945
2024-01-01 03:15:00,17991.254526463283,18004.26104019022,17983.57774880238,17996.61224222446,231870,17991.254526463283,18004.26104019022,17983.57774880238,18000.726200996043,231870,118827,58140,37007,7963,8859,0.16887198880242812,0.23207093115923008
2024-01-01 03:20:00,17991.992993043277,17995.98384206186,17982.868262864165,17992.946170999603,107601,17991.992993043277,17995.98384206186,17982.868262864165,17999.19765963471,107601,85256,73260,46462,8428,8060,0.18953345824863818,0.23614765049891445
2024-01-01 03:25:00,17992.164361324467,18005.768926173092,17984.78330088925,17996.870914228304,125363,17992.164361324467,18005.768926173092,17984.78330088925,18000.66307079664,125363,126428,63306,31542,16567,16118,0.23395775544855243,0.1452398505604114
2024-01-01 03:30:00,17992.04871304208,17993.492681221665,17989.628213032378,17986.886093524445,102795,17992.04871304208,17993.492681221665,17989.628213032378,17981.4097947393,102795,149862,45675,37434,18544,18731,0.2386230570499479,0.1369592327516812
2024-01-01 03:35:00,17991.74760934649,17992.360659390608,17983.36865354274,17993.737244596225,197462,17991.74760934649,17992.360659390608,17983.36865354274,17989.259269082,197462,88889,78418,49765,12494,17294,0.15457662840503456,0.24682864591658457
2024-01-01 03:40:00,17990.269087356122,17995.422745126347,17975.245526399955,17999.31561910479,276336,17990.269087356122,17995.422745126347,17975.245526399955,17990.769857301108,276336,101428,45362,43769,8955,6183,0.1800782615250871,0.23288211527454783
2024-01-01 03:45:00,17989.54924314773,17998.801702282515,17988.129089857062,17988.459013670767,202892,17989.54924314773,17998.801702282515,17988.129089857062,17972.061922482062,202892,87207,20148,42465,18493,9335,0.19138872198138865,0.23612069913729306
2024-01-01 03:50:00,17989.088604376768,18006.454054484937,17987.48500409513,17984.85043473367,172833,17989.088604376768,18006.454054484937,17987.48500409513,17997.295733840438,172833,100255,21754,41868,8705,19274,0.24338461939547212,0.23522893000117137
2024-01-01 03:55:00,17990.145726602987,18004.689107998314,17983.050300766266,17986.885282160023,103084,17990.145726602987,18004.689107998314,17983.050300766266,17986.986111828835,103084,141531,46745,40156,16597,6446,0.24982025149137002,0.1904192871243847
2024-01-01 04:00:00,17990.489344892554,18005.343475316553,17971.654830660176,17985.04117970584,195865,17990.489344892554,18005.343475316553,17971.654830660176,17996.982781531085,195865,55409,27378,40300,19026,11679,0.15060294234939847,0.20403222576655394
2024-01-01 04:05:00,17988.726304737193,17997.236171426153,17975.354851802735,17984.802495196553,100731,17988.726304737193,17997.236171426153,17975.354851802735,18000.4562219424,100731,92438,66359,73170,9038,14941,0.214507383274956,0.19089717077737342
2024-01-01 04:10:00,17989.050388706586,17995.969088557526,17975.476989573133,17987.197848213636,232201,17989.050388706586,17995.969088557526,17975.476989573133,17987.73202302273,232201,145359,75833,70481,14244,11213,0.16914403809031536,0.12665682539474277
2024-01-01 04:15:00,17988.66530642617,17996.086081685862,17981.426906609413,17981.637471330276,259094,17988.66530642617,17996.086081685862,17981.426906609413,17968.50258001337,259094,57869,40140,33435,5713,6903,0.12105406559520772,0.21691540109586044
2024-01-01 04:20:00,17987.988384425866,18007.741375700585,17976.115168601696,17988.066476095613,101605,17987.988384425866,18007.741375700585,17976.115168601696,17986.104594637087,101605,106862,29371,24114,12260,19551,0.1212028279166673,0.18569316433366445
2024-01-01 04:25:00,17988.600060714707,17989.40224454296,17988.397437034153,17993.11144658364,177506,17988.600060714707,17989.40224454296,17988.397437034153,17986.40001051601,177506,137937,46999,66336,16080,16367,0.17987358098309325,0.20420217972272986
2024-01-01 04:30:00,17989.631060237203,18006.97169015965,17976.909139309013,17985.09227933647,144130,17989.631060237203,18006.97169015965,17976.909139309013,17965.29077474592,144130,75958,32779,56135,12011,12894,0.1834835386905635,0.1853431746468196
2024-01-01 04:35:00,17990.56234035632,18002.135848527767,17972.296601404792,17998.15875997453,260337,17990.56234035632,18002.135848527767,17972.296601404792,17993.14147092524,260337,126302,51075,28095,13879,14269,0.12293406055454754,0.18393547190191928
2024-01-01 04:40:00,17989.723122833097,17998.49543121689,17977.4716534662,17992.277083275734,263402,17989.723122833097,17998.49543121689,17977.4716534662,17991.56171115509,263402,69768,50697,57909,13521,7377,0.20930056418065932,0.14233258423210968
2024-01-01 04:45:00,17989.413910457246,18003.919063665548,17971.93993858792,17994.566813385365,168469,17989.413910457246,18003.919063665548,17971.93993858792,17988.13356942772,168469,146330,78268,23951,6746,5847,0.1582204405173439,0.15623278296834936
2024-01-01 04:50:00,17989.74517388865,17999.47855271714,17975.265712779328,17986.456001119386,246259,17989.74517388865,17999.47855271714,17975.265712779328,17978.74055024987,246259,76145,74544,41468,6207,12370,0.19278610319967343,0.14065084995271426
2024-01-01 04:55:00,17990.72071901577,18008.189183777406,17988.309550687696,17994.993345151106,256863,17990.72071901577,18008.189183777406,17988.309550687696,17982.217986929776,256863,125622,29795,47073,15334,18599,0.15911947951150443,0.14543661843129452
2024-01-01 05:00:00,17990.241544777924,18008.255582058147,17972.19247863221,17984.78187527595,190436,17990.241544777924,18008.255582058147,17972.19247863221,17986.74109675949,190436,76442,72204,67655,5784,19380,0.14172746093300992,0.24648705945463964
2024-01-01 05:05:00,17990.055885801263,17998.49030433873,17988.727008914146,17994.507123305444,212341,17990.055885801263,17998.49030433873,17988.727008914146,18013.199816137607,212341,131948,58460,54341,7696,16068,0.17293258601785377,0.1399047479503858
2024-01-01 05:10:00,17988.949550827256,17994.486106771958,17978.2702013763,17989.808747526222,270939,17988.949550827256,17994.486106771958,17978.2702013763,18002.594986406733,270939,75596,24218,66127,17012,11341,0.1501955374227651,0.155005155159677
2024-01-01 05:15:00,17987.753344203174,17999.600350775043,17984.910601727304,17990.519600303098,231965,17987.753344203174,17999.600350775043,17984.910601727304,17997.05586918297,231965,125791,57571,71786,19688,6239,0.18952412699949184,0.19677665550601603
2024-01-01 05:20:00,17988.56587002557,18006.813136937904,17988.331737810953,17982.687896997446,199694,17988.56587002557,18006.813136937904,17988.331737810953,17989.441988186758,199694,92406,71529,22768,12073,10600,0.1458477089372424,0.19932321491076344
2024-01-01 05:25:00,17989.92211005414,17994.135353834252,17981.481424851587,17985.44676084276,119773,17989.92211005414,17994.135353834252,17981.481424851587,17984.120329400168,119773,90524,31672,58070,10036,14524,0.1860927769638015,0.14001663686669777
2024-01-01 05:30:00,17989.85009993256,18002.30943160383,17983.949285779476,17992.836241023826,104239,17989.85009993256,18002.30943160383,17983.949285779476,17974.791109230955,104239,73332,74238,66514,12127,16698,0.14045920693295277,0.2231832653520776
2024-01-01 05:35:00,17990.85363283045,18003.4848372323,17981.133622954498,17986.11189280933,120863,17990.85363283045,18003.4848372323,17981.133622954498,17982.417575914726,120863,65764,51042,75402,18576,15571,0.20722671223315203,0.22207637282866727
2024-01-01 05:40:00,17991.2152688555,18005.877529303805,17979.67127112081,17993.531300315994,151415,17991.2152688555,18005.877529303805,17979.67127112081,17983.83852344267,151415,77563,55950,53979,8718,9791,0.21801189897738513,0.15085130154650583
2024-01-01 05:45:00,17990.570149100895,17993.20150280344,17989.695367654716,17983.734460068594,168968,17990.570149100895,17993.20150280344,17989.695367654716,17985.281427562048,168968,137675,31009,45351,10775,17314,0.13435125045249138,0.15752661934780987
2024-01-01 05:50:00,17990.931544706404,18005.248044000047,17988.471478803927,17995.172415769735,160430,17990.931544706404,18005.248044000047,17988.471478803927,18007.50456280912,160430,86370,67096,35445,12910,16429,0.18081431356485408,0.2419384225097346
2024-01-01 05:55:00,17992.469581272868,18010.65023168618,17981.29673334386,17986.306964699026,101515,17992.469581272868,18010.65023168618,17981.29673334386,18006.04106060151,101515,55062,39544,75107,7693,7365,0.12921332108513356,0.22733728797733216
2024-01-01 06:00:00,17992.43375523376,17996.027417411166,17985.570408170308,17995.195254922157,197206,17992.43375523376,17996.027417411166,17985.570408170308,17995.841465233963,197206,94645,75728,68583,5625,15604,0.19776371792046032,0.2107136142981281
2024-01-01 06:05:00,17993.998398889573,17998.74926538805,17979.414929138584,17997.126553557802,245677,17993.998398889573,17998.74926538805,17979.414929138584,17980.45499018603,245677,57244,49381,21160,17426,16366,0.1543725587308539,0.13069031879637807
2024-01-01 06:10:00,17991.378653785483,18010.806555666317,17978.332820813645,17987.894794693337,156240,17991.378653785483,18010.806555666317,17978.332820813645,17988.521555194955,156240,56372,45287,42361,8708,10055,0.18859117938903203,0.17437433051733484
2024-01-01 06:15:00,17992.20055628986,17995.82009534405,17975.28846903006,17995.110689125282,105586,17992.20055628986,17995.82009534405,17975.28846903006,17996.009250754414,105586,135501,22586,27041,11859,10622,0.18726993121995786,0.19270924336998752
2024-01-01 06:20:00,17992.287603358098,18009.37530522549,17978.437746824715,17993.589814674764,220419,17992.287603358098,18009.37530522549,17978.437746824715,18000.378253380026,220419,114471,22648,38767,13953,19156,0.24016606500519405,0.144363467437891
2024-01-01 06:25:00,17991.98859600763,18001.83415313659,17983.389974459827,17989.29438672667,222374,17991.98859600763,18001.83415313659,17983.389974459827,17989.102431222662,222374,66956,60081,30846,19121,5372,0.19138081893393397,0.17826945567406918
2024-01-01 06:30:00,17992.080356784165,17997.024978272228,17978.621024336277,17987.037583363785,131186,17992.080356784165,17997.024978272228,17978.621024336277,17987.70276610339,131186,90473,38101,58644,12692,12783,0.19578980236338103,0.1981333640735297
2024-01-01 06:35:00,17990.092787869566,18007.507785895017,17984.585164384458,17980.279659411204,126928,17990.092787869566,18007.507785895017,17984.585164384458,17973.959051832335,126928,63894,65312,39924,17171,6949,0.17221490634936942,0.1625589684150019
2024-01-01 06:40:00,17989.87311598173,17998.779221081782,17983.746846006165,17991.621366218227,222990,17989.87311598173,17998.779221081782,17983.746846006165,17988.502346387137,222990,148918,41692,65657,11398,5244,0.24338034841376618,0.22152282646356333
2024-01-01 06:45:00,17990.23022855324,18000.526575631833,17974.450525354823,17982.406214696428,187029,17990.23022855324,18000.526575631833,17974.450525354823,17987.538538964578,187029,119586,27407,33882,12252,15032,0.22103416822714925,0.2292584456130447
2024-01-01 06:50:00,17991.708122597982,17998.892789985977,17982.77973226995,17992.184843595187,120711,17991.708122597982,17998.892789985977,17982.77973226995,17972.100006433753,120711,66709,37254,34738,16721,12795,0.1571026877393694,0.1620692310264292
2024-01-01 06:55:00,17991.189852379706,18003.048869408405,17975.22224556934,17989.872611299295,154962,17991.189852379706,18003.048869408405,17975.22224556934,17986.69972564266,154962,131258,35234,41019,6555,10772,0.22974724615091016,0.22902543008401943
2024-01-01 07:00:00,17990.381358776813,17993.651836228513,17973.932911303447,17993.777072654004,120039,17990.381358776813,17993.651836228513,17973.932911303447,18000.656072333964,120039,65210,72726,21095,16825,16619,0.1762115268240617,0.13346495359339194
2024-01-01 07:05:00,17989.879601733228,17997.701232466265,17972.72835498,17988.36937423578,136561,17989.879601733228,17997.701232466265,17972.72835498,18004.776663645833,136561,99510,42211,58669,13867,19813,0.22772672865936722,0.22890478282094534
2024-01-01 07:10:00,17990.79500385093,18010.183250297636,17972.462299134106,17989.147764919195,101577,17990.79500385093,18010.183250297636,17972.462299134106,17985.164400477894,101577,88674,49480,60983,9187,5124,0.22697544887815527,0.13985755611679015
2024-01-01 07:15:00,17991.12375496059,17996.286423614612,17982.504050550324,17994.783108482032,207792,17991.12375496059,17996.286423614612,17982.504050550324,18006.63680629027,207792,67733,67780,65679,12767,17824,0.14455312427917105,0.13078052982626437
2024-01-01 07:20:00,17990.593994756822,18003.72872804765,17984.2166583904,17992.269284902242,259422,17990.593994756822,18003.72872804765,17984.2166583904,18009.16952335642,259422,70080,77138,34123,18380,15945,0.21114834707986502,0.20343080257733145
2024-01-01 07:25:00,17991.107262189937,17997.61106347443,17979.463287258055,17992.68804197585,264870,17991.107262189937,17997.61106347443,17979.463287258055,17988.83421796522,264870,103412,44846,48132,5036,6919,0.15778358600984904,0.18135185754818825
2024-01-01 07:30:00,17991.204339739284,18006.673802253015,17983.780891270533,17993.550677688327,110785,17991.204339739284,18006.673802253015,17983.780891270533,17987.96859236001,110785,108971,62503,21079,17028,14827,0.15867404709904687,0.23802577805366826
2024-01-01 07:35:00,17992.17298472982,17994.790457944186,17980.151501393815,17984.495124113782,172227,17992.17298472982,17994.790457944186,17980.151501393815,17982.674379412863,172227,89709,77893,49657,6787,14617,0.15852524999447548,0.1672145954918104
2024-01-01 07:40:00,17991.47093163594,18010.867352537512,17977.359214383065,17995.254875035876,218680,17991.47093163594,18010.867352537512,17977.359214383065,17994.435357185244,218680,109846,66193,65278,11283,14732,0.21432387218279325,0.15732979424689172
2024-01-01 07:45:00,17991.143269489345,18000.219060317017,17977.375169119503,17994.205613459413,161957,17991.143269489345,18000.219060317017,17977.375169119503,18005.11384013797,161957,115480,68466,52375,13060,5530,0.1498773854330297,0.18509553779874577
2024-01-01 07:50:00,17990.75116133621,17995.47217060314,17983.26010359581,17985.66774569333,165431,17990.75116133621,17995.47217060314,17983.26010359581,17977.93049389823,165431,102960,35321,44754,15919,12849,0.12011775858199172,0.17927300414992597
2024-01-01 07:55:00,17989.28764638808,17990.757581334678,17985.950442354104,17988.06724401971,248369,17989.28764638808,17990.757581334678,17985.950442354104,18003.447898380764,248369,91152,32646,71999,13065,11929,0.2129807909527423,0.16477564600823447
2024-01-01 08:00:00,17989.583766665142,17992.978924766892,17980.973179895896,17989.387230227003,171894,17989.583766665142,17992.978924766892,17980.973179895896,17981.37965469974,171894,77250,74921,51153,18489,9349,0.14225401669856627,0.21018636883078273
2024-01-01 08:05:00,17989.844821937324,18000.240300908445,17986.992939055686,17989.172338015316,294844,17989.844821937324,18000.240300908445,17986.992939055686,17976.52808881914,294844,135765,42117,38344,8880,19456,0.1335827113900185,0.21874303840880807
2024-01-01 08:10:00,17989.849935393966,17996.58999892259,17972.04799469029,17991.51923522681,250653,17989.849935393966,17996.58999892259,17972.04799469029,17996.757007342396,250653,98137,79056,54241,10932,16295,0.15087709567722782,0.23088791597391778
2024-01-01 08:15:00,17989.61534826059,18006.193015578243,17982.697799045833,17996.77218216975,155192,17989.61534826059,18006.193015578243,17982.697799045833,18009.07778645844,155192,132011,72392,57656,15086,9756,0.16938706790195152,0.24647135861234457
2024-01-01 08:20:00,17988.19997751854,17996.817727991776,17985.110782574073,17993.608811156904,101462,17988.19997751854,17996.817727991776,17985.110782574073,17995.395365967033,101462,96412,78706,24979,13328,6801,0.1818678225715161,0.15466530497722558
2024-01-01 08:25:00,17987.779332195776,17992.75361764753,17987.27037699766,17981.21823622862,228848,17987.779332195776,17992.75361764753,17987.27037699766,17985.569080208283,228848,93876,24893,21212,11333,10156,0.125794105292642,0.213092152723695
2024-01-01 08:30:00,17987.436617679246,17999.779517411327,17974.520169953517,17990.546967630777,295245,17987.436617679246,17999.779517411327,17974.520169953517,18010.08994001103,295245,144547,29476,74849,10759,12856,0.24617453324155686,0.17125357061444688
2024-01-01 08:35:00,17986.634340410026,18000.769884747737,17973.89629406093,17993.279007007703,246583,17986.634340410026,18000.769884747737,17973.89629406093,18005.725534823057,246583,123664,37270,29001,11485,10461,0.21308819694454256,0.20802065635364403
2024-01-01 08:40:00,17986.47305469836,17989.81389285638,17979.660971366735,17988.407097301806,176106,17986.47305469836,17989.81389285638,17979.660971366735,17988.71635147963,176106,100227,75006,33248,18870,14228,0.1620152284921637,0.18187761974539865
2024-01-01 08:45:00,17986.877105555173,17990.22948988094,17985.44286777822,17992.332007681103,148665,17986.877105555173,17990.22948988094,17985.44286777822,17988.020538849283,148665,82450,41702,53187,16268,10302,0.16143064344710165,0.24919050335983112
2024-01-01 08:50:00,17988.763291456384,17989.496719995055,17980.570713558478,17998.824643684886,275486,17988.763291456384,17989.496719995055,17980.570713558478,18009.7752323497,275486,134433,71410,35608,10067,16920,0.1783105314178997,0.2147572776527975
2024-01-01 08:55:00,17988.93786926922,18003.665909570533,17982.71351936795,17994.056416999752,181010,17988.93786926922,18003.665909570533,17982.71351936795,18002.34925613401,181010,123704,24382,56427,17075,12432,0.2014118269591943,0.2438238690564622
2024-01-01 09:00:00,17989.19541965994,18002.471510212377,17975.65300686524,17990.44196263815,172573,17989.19541965994,18002.471510212377,17975.65300686524,17994.62772946475,172573,56861,21785,51368,5661,19423,0.1390284986565658,0.22854604143255414
2024-01-01 09:05:00,17989.120973744175,17998.61359125917,17977.005388755122,17994.3464161146,207803,17989.120973744175,17998.61359125917,17977.005388755122,17991.076279254667,207803,111914,65798,25283,12973,17203,0.1445608757894438,0.23737713145123823
2024-01-01 09:10:00,17987.202202528875,18004.08561150826,17979.910327964924,17987.92664169436,219682,17987.202202528875,18004.08561150826,17979.910327964924,17987.162745331694,219682,113888,31735,45854,11386,11189,0.23172649576836163,0.22587449563790774
2024-01-01 09:15:00,17987.175688653424,18003.289091712424,17982.817837568324,17987.29520386985,113386,17987.175688653424,18003.289091712424,17982.817837568324,17985.82000822367,113386,129286,50177,30715,15002,16655,0.15331314010557942,0.17969068694886847
2024-01-01 09:20:00,17987.235918863367,17998.9430061513,17967.475199540255,17985.478847684797,224069,17987.235918863367,17998.9430061513,17967.475199540255,17982.375159848983,224069,111293,50712,36165,12887,6142,0.1694253497367731,0.15273249893509497
2024-01-01 09:25:00,17989.69916097585,18007.064586586115,17980.61912855193,17997.51622777001,154460,17989.69916097585,18007.064586586115,17980.61912855193,17991.50474640405,154460,132524,76879,78784,5414,12076,0.23326534062351523,0.16814162280856787
2024-01-01 09:30:00,17989.50680001107,17993.623624211807,17975.741315295465,17985.414656681358,237293,17989.50680001107,17993.623624211807,17975.741315295465,17988.066643040842,237293,118515,36679,54108,11850,18842,0.20620921782197693,0.12263071024319355
2024-01-01 09:35:00,17989.808347353406,17992.04673974136,17986.99728800184,17997.470185976796,254546,17989.808347353406,17992.04673974136,17986.99728800184,17991.0070330191,254546,73524,63013,46797,13534,12614,0.1644225443144195,0.18811911177040674
2024-01-01 09:40:00,17989.7736355837,17995.16862781404,17980.061841590512,17992.272956202403,215375,17989.7736355837,17995.16862781404,17980.061841590512,17994.046747911547,215375,57065,55365,67573,7729,14947,0.2088809409442007,0.18565751403515313
2024-01-01 09:45:00,17988.60495754608,17989.746694667865,17988.05422314869,17981.608426672068,212660,17988.60495754608,17989.746694667865,17988.05422314869,17960.609694349878,212660,87684,37064,30584,16642,19253,0.12255881799958378,0.18828256042796346
2024-01-01 09:50:00,17989.747780360594,18000.371170920615,17979.638678002386,17991.586026825553,252117,17989.747780360594,18000.371170920615,17979.638678002386,17985.587285139543,252117,138720,50563,34780,16857,9840,0.21563354580147748,0.2466240592463683
